114500	4495	
114500	4502	
114500	84366	
114500	1152	
114500	84419	
114500	4493	
114500	4499	
114500	126	
114500	10406	
114500	93010	
114500	3960	
114500	387695	
114500	5284	
114500	54827	
114500	4494	
114500	23584	
114500	3957	
114500	516	
114500	81618	
114500	759	
114550	50943	
114550	8784	
114550	143903	
114550	3604	
114550	201633	
114550	22807	
114550	1493	
114550	7293	
114550	1237	
114550	9882	
114550	3559	
114550	1846	
114550	22822	
114550	6385	
114550	3904	
114550	10135	
114550	10538	
114550	3560	
114550	5996	
114550	54	
125853	6281	
125853	350	
125853	50859	
125853	2115	
125853	26809	
125853	5407	
125853	80034	
125853	11330	
125853	5408	
125853	948	
125853	158055	
125853	3301	
125853	7732	
125853	286460	
125853	130120	
125853	63036	
125853	3939	
125853	7503	
125853	378938	
125853	6192	
125853	6696	
125853	8788	
125853	8653	
125853	7276	
125853	64595	
125853	8284	
125853	6748	
125853	8287	
125853	118987	
125853	6122	
125853	28959	
125853	4519	
125853	1293	
125853	1363	
125853	9445	
125853	283131	
125853	4137	
152700	100462977	
152700	6422	
152700	229	
152700	1278	
152700	7078	
152700	1281	
152700	7373	
152700	7704	
152700	1634	
152700	5187	
152700	1277	
152700	5209	
152700	151887	
152700	10216	
152700	10964	
152700	54739	
152700	1290	
152700	4599	
152700	1843	
152700	54532	
180300	7102	
180300	6442	
180300	53405	
180300	165	
180300	84624	
180300	3490	
180300	2557	
180300	288	
180300	9355	
180300	57569	
180300	127435	
180300	7111	
180300	92949	
180300	79444	
180300	1776	
180300	8406	
180300	2331	
180300	54491	
180300	25878	
180300	3217	
180300	100463486	
180300	10216	
180300	8653	
180300	55803	
180300	6233	
180300	23166	
180300	6161	
180300	3727	
180300	55704	
180300	3106	
180300	667	
180300	5997	
180300	8714	
180300	5552	
180300	9295	
180300	55283	
180300	1601	
180300	6147	
180300	2197	
180300	55118	
608232	2620	
608232	57561	
608232	374	
608232	4792	
608232	302	
608232	6402	
608232	2353	
608232	1393	
608232	3956	
608232	85439	
608232	304	
608232	11031	
608232	7852	
608232	3191	
608232	1499	
608232	57142	
608232	283897	
608232	339541	
608232	9124	
608232	9241	
612376	2069	
612376	3725	
612376	6160	
612376	6228	
612376	6222	
612376	6208	
612376	3106	
612376	6233	
612376	6194	
612376	4869	
612376	6165	
612376	6283	
612376	55859	
612376	6129	
612376	79887	
612376	6125	
612376	6170	
612376	6232	
612376	3131	
612376	374	
614266	26290	
614266	4583	
614266	55600	
614266	354	
614266	55808	
614266	55554	
614266	3816	
614266	5909	
614266	2487	
614266	27290	
614266	759	
614266	5225	
614266	9075	
614266	53345	
614266	6446	
614266	79849	
614266	8513	
614266	5327	
614266	218	
614266	760	
614266	9493	
614266	699	
614266	259266	
614266	9212	
614266	9133	
614266	332	
614266	5347	
614266	55872	
614266	51203	
614266	55165	
614266	1113	
614266	1363	
614266	56944	
614266	7276	
614266	4295	
614266	1114	
614266	29106	
614266	10590	
614266	27344	
614266	4131	
