D002875|A11.284.187	A11.284.430.106.279.345.190
D008831|C05.660.207.620	C10.500.507.400.500	C16.131.621.207.620	C16.131.666.507.400.500
D005317|C13.703.277.370	C16.300.390	C23.550.393.450
D008831|C05.660.207.620	C10.500.507.400.500	C16.131.621.207.620	C16.131.666.507.400.500
D008831|C05.660.207.620	C10.500.507.400.500	C16.131.621.207.620	C16.131.666.507.400.500
D004392|C05.116.099.343	C16.320.240	C19.297
D005528|A01.378.610.250
D001921|A08.186.211
D012272|A02.835.232.570.500
D005269|A02.835.232.043.650.247
D006225|A01.378.800.667
D050279|A02.835.232.087.319.550
D003398|C05.116.099.370.894.232	C05.660.207.240	C05.660.906.364	C16.131.621.207.240	C16.131.621.906.364
D001848|C05.116.099
D010009|C05.116.099.708	C16.320.728
D002313|C14.280.238.160
D003643|C23.550.260
D011014|C08.381.677	C08.730.610
D008831|C05.660.207.620	C10.500.507.400.500	C16.131.621.207.620	C16.131.666.507.400.500
D001921|A08.186.211
D004194|C23.550.288
D000013|C16.131
D008870|A11.284.430.214.190.750.602
D018450|C23.550.291.656
D004392|C05.116.099.343	C16.320.240	C19.297
D005317|C13.703.277.370	C16.300.390	C23.550.393.450
D008831|C05.660.207.620	C10.500.507.400.500	C16.131.621.207.620	C16.131.666.507.400.500
D008844|C05.500.460.457	C05.660.207.540.460.457	C07.320.440.457	C07.650.500.460.457	C16.131.621.207.540.460.457	C16.131.850.500.460.457
D009759|C10.292.562.675	C11.590.400
D002313|C14.280.238.160
D012272|A02.835.232.570.500
D005528|A01.378.610.250
D012640|C10.597.742	C23.888.592.742
