D002875|A11.284.187	A11.284.430.106.279.345.190
D006961|C19.642.355
D006934|C18.452.174.451	C18.452.950.340
D010280|A06.300.560
D014024|A10
D010280|A06.300.560
D010282|C04.588.322.525	C04.588.443.680	C19.344.525	C19.642.713
D007669|C12.777.419.600.500	C12.777.967.249.500	C12.777.967.500.503	C13.351.968.419.600.500	C13.351.968.967.249.500	C13.351.968.967.500.503	C23.300.175.850.550
D001851|C05.116.198	C18.452.104
D009369|C04
D010179|A03.734
D001943|C04.588.180	C17.800.090.500
D018761|C04.588.322.400.500	C04.651.600.500	C04.700.630.500	C16.320.700.630.500	C19.344.400.500
D004194|C23.550.288
D007669|C12.777.419.600.500	C12.777.967.249.500	C12.777.967.500.503	C13.351.968.419.600.500	C13.351.968.967.249.500	C13.351.968.967.500.503	C23.300.175.850.550
D001851|C05.116.198	C18.452.104
D049950|C19.642.355.239
D010282|C04.588.322.525	C04.588.443.680	C19.344.525	C19.642.713
D009369|C04
D009369|C04
D010179|A03.734
D001943|C04.588.180	C17.800.090.500
D006934|C18.452.174.451	C18.452.950.340
D009457|A08.637	A11.650
