D002875|A11.284.187	A11.284.430.106.279.345.190
D004827|C10.228.140.490
D009461|C10.597	C23.888.592
D012640|C10.597.742	C23.888.592.742
D005334|C23.888.119.344
D012640|C10.597.742	C23.888.592.742
D009461|C10.597	C23.888.592
D008607|C10.597.606.360	C23.888.592.604.646
D007805|C10.597.606.150.500.550	C23.888.592.604.150.500.550
D001259|C10.597.350.090	C23.888.592.350.090
D014202|C10.597.350.850	C23.888.592.350.850
D009207|C10.597.350.500	C23.888.592.350.500
D001927|C10.228.140
D001259|C10.597.350.090	C23.888.592.350.090
D004831|C10.228.140.490.375.130	C10.228.140.490.493.063
D004195|C22.232
D006614|A13.473
D001259|C10.597.350.090	C23.888.592.350.090
D014202|C10.597.350.850	C23.888.592.350.850
D009207|C10.597.350.500	C23.888.592.350.500
D002531|A08.186.211.132.810.428.200
D011689|A08.186.211.132.810.428.200.212.600	A08.675.784	A11.671.784
D011689|A08.186.211.132.810.428.200.212.600	A08.675.784	A11.671.784
D016466|A11.251.210.200	A11.436.155
D012640|C10.597.742	C23.888.592.742
D008607|C10.597.606.360	C23.888.592.604.646
D001259|C10.597.350.090	C23.888.592.350.090
D009207|C10.597.350.500	C23.888.592.350.500
D014202|C10.597.350.850	C23.888.592.350.850
D012640|C10.597.742	C23.888.592.742
