D002875|A11.284.187	A11.284.430.106.279.345.190
D015211|C06.552.970	C10.228.140.163.100.968	C12.777.419.978	C13.351.968.419.978	C16.131.077.970	C16.320.565.189.968	C16.320.565.663.970	C18.452.132.100.968	C18.452.648.189.968	C18.452.648.663.970
D018901|C16.320.565.663	C18.452.648.663
D052919|C10.228.140.163.100.844	C16.320.565.189.844	C16.320.565.663.865	C18.452.132.100.844	C18.452.648.189.844	C18.452.648.663.865
D015211|C06.552.970	C10.228.140.163.100.968	C12.777.419.978	C13.351.968.419.978	C16.131.077.970	C16.320.565.189.968	C16.320.565.663.970	C18.452.132.100.968	C18.452.648.189.968	C18.452.648.663.970
D018901|C16.320.565.663	C18.452.648.663
D052919|C10.228.140.163.100.844	C16.320.565.189.844	C16.320.565.663.865	C18.452.132.100.844	C18.452.648.189.844	C18.452.648.663.865
D009123|C10.597.613.575	C23.888.592.608.575
D008107|C06.552
D006319|C09.218.458.341.887	C10.597.751.418.341.887	C23.888.592.763.393.341.887
D058499|C11.768.585.658
D015354|C10.597.751.941.905	C11.966.905	C23.888.592.763.941.848
D018901|C16.320.565.663	C18.452.648.663
D052919|C10.228.140.163.100.844	C16.320.565.189.844	C16.320.565.663.865	C18.452.132.100.844	C18.452.648.189.844	C18.452.648.663.865
D002524|C10.228.140.252.190	C10.597.350.090.500	C23.888.592.350.090.200
D014202|C10.597.350.850	C23.888.592.350.850
D004401|C10.597.606.150.500.800.150.200	C23.888.592.604.150.500.800.150.200
D009421|C10.500	C16.131.666
D001921|A08.186.211
D054022|A08.186.211.200.885.287
D018901|C16.320.565.663	C18.452.648.663
D006323|C14.280.383
D009759|C10.292.562.675	C11.590.400
D001259|C10.597.350.090	C23.888.592.350.090
D005347|A11.329.228
D020675|A11.284.430.214.190.500.585.600	A11.284.430.214.190.875.190.190.755.600
D004401|C10.597.606.150.500.800.150.200	C23.888.592.604.150.500.800.150.200
D020234|C10.597.350.090.750	C10.597.404.450	C23.888.592.350.090.600	C23.888.592.413.450
D001259|C10.597.350.090	C23.888.592.350.090
D001921|A08.186.211
D005347|A11.329.228
D005347|A11.329.228
D020675|A11.284.430.214.190.500.585.600	A11.284.430.214.190.875.190.190.755.600
D003600|A11.284.430.214.200	A11.284.430.429.200	A11.284.835.450.200
D002524|C10.228.140.252.190	C10.597.350.090.500	C23.888.592.350.090.200
D018901|C16.320.565.663	C18.452.648.663
D002524|C10.228.140.252.190	C10.597.350.090.500	C23.888.592.350.090.200
D005347|A11.329.228
D009759|C10.292.562.675	C11.590.400
D000070589|C05.330.488.655.500	C05.330.495.681.500	C05.660.585.512.380.813.500	C16.131.621.585.512.500.681.500
D009123|C10.597.613.575	C23.888.592.608.575
D002524|C10.228.140.252.190	C10.597.350.090.500	C23.888.592.350.090.200
D004401|C10.597.606.150.500.800.150.200	C23.888.592.604.150.500.800.150.200
D014202|C10.597.350.850	C23.888.592.350.850
D049292|C23.550.522
D012021|C10.597.704	C23.888.592.717
D010949|A12.207.152.693	A12.207.270.695	A15.145.693
