D002875|A11.284.187	A11.284.430.106.279.345.190
D007593|C05.550.521
D012600|C05.116.900.800.875
D003811|C07.650.800.270	C07.793.700.270	C16.131.850.800.270
D019229|A14.549.167.237
D010388|A01.923.600
D059327|C05.660.585.262	C16.131.621.585.262
D007593|C05.550.521
D003811|C07.650.800.270	C07.793.700.270	C16.131.850.800.270
D004194|C23.550.288
D007593|C05.550.521
D003811|C07.650.800.270	C07.793.700.270	C16.131.850.800.270
D010013|C05.116.099.708.685	C16.320.737	C17.300.200.540
D004194|C23.550.288
D003811|C07.650.800.270	C07.793.700.270	C16.131.850.800.270
D007593|C05.550.521
D003811|C07.650.800.270	C07.793.700.270	C16.131.850.800.270
D014617|A11.284.430.214.190.875.190.920
D018870|A11.284.430.214.190.875.248.300	A11.284.430.214.190.875.811.740.300
D002356|A02.165	A10.165.382
D007593|C05.550.521
D012600|C05.116.900.800.875
D000013|C16.131
D006225|A01.378.800.667
D005528|A01.378.610.250
D004194|C23.550.288
D006978|C12.777.419.331.490	C13.351.968.419.331.490	C14.907.489.631.485
D004392|C05.116.099.343	C16.320.240	C19.297
D007593|C05.550.521
D003811|C07.650.800.270	C07.793.700.270	C16.131.850.800.270
D006225|A01.378.800.667
D014953|A01.378.800.667.715
D007717|A01.378.610.450
D060906|C05.116.214.750.500	C05.116.327	C23.300.970.374.500
D003643|C23.550.260
D004194|C23.550.288
D007690|C12.777.419.403.875	C13.351.968.419.403.875	C16.131.077.717	C16.320.184.625
D006849|C10.228.140.602
D006978|C12.777.419.331.490	C13.351.968.419.331.490	C14.907.489.631.485
D004392|C05.116.099.343	C16.320.240	C19.297
D003811|C07.650.800.270	C07.793.700.270	C16.131.850.800.270
D013909|A01.923.761
D066166|C05.116.099.739	C05.182.525	C05.660.745	C16.131.621.745	C17.300.182.525
D007690|C12.777.419.403.875	C13.351.968.419.403.875	C16.131.077.717	C16.320.184.625
D010024|C05.116.198.579	C18.452.104.579
D019902|A11.329.171
D014617|A11.284.430.214.190.875.190.920
D018870|A11.284.430.214.190.875.248.300	A11.284.430.214.190.875.811.740.300
D012600|C05.116.900.800.875
D007085|A02.835.232.043.825.434
D056305|C05.116.511
D059327|C05.660.585.262	C16.131.621.585.262
