D002875|A11.284.187	A11.284.430.106.279.345.190
D007153|C20.673
D004194|C23.550.288
D049932|C18.452.284.600
D008831|C05.660.207.620	C10.500.507.400.500	C16.131.621.207.620	C16.131.666.507.400.500
D010198|C15.378.700
D012868|C16.131.831	C17.800.804
D002460|A11.251.210
D002460|A11.251.210
D054218|C04.557.337.428.600.620	C15.604.515.560.600.620	C20.683.515.528.600.620
D005145|A01.456.505
D019457|C23.550.210.170
D005347|A11.329.228
D016511|C16.614.815	C18.452.284.800	C20.673.815
D002177|C01.703.160
D009421|C10.500	C16.131.666
D013601|A11.118.637.555.567.569	A15.145.229.637.555.567.569	A15.382.490.555.567.569
D054218|C04.557.337.428.600.620	C15.604.515.560.600.620	C20.683.515.528.600.620
D005145|A01.456.505
D007153|C20.673
D004195|C22.232
D002477|A11
D013950|A10.549.750	A15.382.520.604.750
D013154|A10.549.700	A15.382.520.604.700
D001402|A11.063.438	A11.118.637.555.567.562	A15.145.229.637.555.567.562	A15.382.032.438	A15.382.490.555.567.562
D013953|C04.588.894.949	C15.604.861
D042822|C23.550.362
D016511|C16.614.815	C18.452.284.800	C20.673.815
D008831|C05.660.207.620	C10.500.507.400.500	C16.131.621.207.620	C16.131.666.507.400.500
D003456|C12.294.829.258	C12.706.258	C16.131.939.258	C19.391.829.258
D000568|C23.550.568.500
D010787|C17.800.600
D013684|C14.907.823
D011565|C17.800.859.675
D007805|C10.597.606.150.500.550	C23.888.592.604.150.500.550
D007037|C19.874.482
D010198|C15.378.700
D013921|C15.378.140.855
D009369|C04
D054218|C04.557.337.428.600.620	C15.604.515.560.600.620	C20.683.515.528.600.620
D049932|C18.452.284.600
