D002875|A11.284.187	A11.284.430.106.279.345.190
D012021|C10.597.704	C23.888.592.717
D002607|C10.500.300.200	C10.574.500.495.200	C10.668.829.800.300.200	C16.131.666.300.200	C16.320.400.375.200
D020734|C10.228.140.079.862	C10.228.662.600
D010264|C10.597.622.669	C23.888.592.636.637
D010523|C10.668.829
D015419|C10.500.300.820	C10.574.500.495.820	C10.668.829.800.300.820	C16.131.666.300.820	C16.320.400.375.820
D009128|C05.651.512	C10.597.613.550.550	C23.888.592.608.550.550
D015419|C10.500.300.820	C10.574.500.495.820	C10.668.829.800.300.820	C16.131.666.300.820	C16.320.400.375.820
D000842|A01.378.610.250.149
D010292|C10.597.751.791.875	C23.888.592.763.770.875
D000070589|C05.330.488.655.500	C05.330.495.681.500	C05.660.585.512.380.813.500	C16.131.621.585.512.500.681.500
D012600|C05.116.900.800.875
D020233|C10.597.404	C23.888.592.413
D035002|A01.378.610
D009133|C10.597.613.612	C23.300.070.500	C23.888.592.608.612
D035002|A01.378.610
D020233|C10.597.404	C23.888.592.413
D012021|C10.597.704	C23.888.592.717
D012021|C10.597.704	C23.888.592.717
D034941|A01.378.800
D012021|C10.597.704	C23.888.592.717
D000070589|C05.330.488.655.500	C05.330.495.681.500	C05.660.585.512.380.813.500	C16.131.621.585.512.500.681.500
D004194|C23.550.288
D004387|C04.557.450.565.590.340.173	C05.651.197.270	C17.300.270
D004387|C04.557.450.565.590.340.173	C05.651.197.270	C17.300.270
D015419|C10.500.300.820	C10.574.500.495.820	C10.668.829.800.300.820	C16.131.666.300.820	C16.320.400.375.820
D035002|A01.378.610
D009128|C05.651.512	C10.597.613.550.550	C23.888.592.608.550.550
D012678|C10.597.751	C23.888.592.763
D018450|C23.550.291.656
D020734|C10.228.140.079.862	C10.228.662.600
D003638|C09.218.458.341.186	C10.597.751.418.341.186	C23.888.592.763.393.341.186
D012174|C11.270.684	C11.768.585.658.500	C16.320.290.684
D009128|C05.651.512	C10.597.613.550.550	C23.888.592.608.550.550
D002607|C10.500.300.200	C10.574.500.495.200	C10.668.829.800.300.200	C16.131.666.300.200	C16.320.400.375.200
D000070589|C05.330.488.655.500	C05.330.495.681.500	C05.660.585.512.380.813.500	C16.131.621.585.512.500.681.500
D009128|C05.651.512	C10.597.613.550.550	C23.888.592.608.550.550
D009422|C10
D009422|C10
D010264|C10.597.622.669	C23.888.592.636.637
D051346|C23.888.550
D010523|C10.668.829
D009128|C05.651.512	C10.597.613.550.550	C23.888.592.608.550.550
D009128|C05.651.512	C10.597.613.550.550	C23.888.592.608.550.550
D010264|C10.597.622.669	C23.888.592.636.637
D009128|C05.651.512	C10.597.613.550.550	C23.888.592.608.550.550
D002524|C10.228.140.252.190	C10.597.350.090.500	C23.888.592.350.090.200
D010525|A08.800.800
D001369|A08.675.542.145	A11.284.180.075	A11.671.137	A11.671.501.145
D011712|A08.186.854.300	A08.612.380.730
D010264|C10.597.622.669	C23.888.592.636.637
D015419|C10.500.300.820	C10.574.500.495.820	C10.668.829.800.300.820	C16.131.666.300.820	C16.320.400.375.820
D015419|C10.500.300.820	C10.574.500.495.820	C10.668.829.800.300.820	C16.131.666.300.820	C16.320.400.375.820
D004194|C23.550.288
D009422|C10
D014549|C12.777.934.852	C13.351.968.934.814	C23.888.942.343.800
D012600|C05.116.900.800.875
D000070589|C05.330.488.655.500	C05.330.495.681.500	C05.660.585.512.380.813.500	C16.131.621.585.512.500.681.500
D020233|C10.597.404	C23.888.592.413
D012021|C10.597.704	C23.888.592.717
D000842|A01.378.610.250.149
D020734|C10.228.140.079.862	C10.228.662.600
D002524|C10.228.140.252.190	C10.597.350.090.500	C23.888.592.350.090.200
D034941|A01.378.800
