D002875|A11.284.187	A11.284.430.106.279.345.190
D004194|C23.550.288
D005333|A16.378
D000757|C10.500.680.196	C16.131.085.197	C16.131.666.680.196
D004677|C10.500.680.488	C16.131.666.680.488	C23.300.707.186
D002971|C07.465.409.225	C07.465.525.164	C07.650.525.164	C16.131.850.525.164
D010159|A14.521.658	A14.549.617
D008850|C11.250.566	C16.131.384.666
D052177|C12.777.419.403	C13.351.968.419.403
D005333|A16.378
D008850|C11.250.566	C16.131.384.666
D002971|C07.465.409.225	C07.465.525.164	C07.650.525.164	C16.131.850.525.164
D002972|C05.500.460.185	C05.660.207.540.460.185	C07.320.440.185	C07.465.525.185	C07.650.500.460.185	C07.650.525.185	C16.131.621.207.540.460.185	C16.131.850.500.460.185	C16.131.850.525.185
D052177|C12.777.419.403	C13.351.968.419.403
D004677|C10.500.680.488	C16.131.666.680.488	C23.300.707.186
D000757|C10.500.680.196	C16.131.085.197	C16.131.666.680.196
D066087|C13.703.572	C23.550.260.865
D004194|C23.550.288
