D002875|A11.284.187	A11.284.430.106.279.345.190
D005145|A01.456.505
D009333|A01.598
D004194|C23.550.288
D000152|C17.800.030.150	C17.800.794.111
D000038|C01.539.830.025	C23.550.470.756.100
D001415|A01.923.176
D003773|C07.793.208.377
D003773|C07.793.208.377
D012535|A01.456.810
D000505|C17.800.329.937.122	C23.300.035
D018859|A10.272.497.500	A17.360.710	A17.815.250.500
D018859|A10.272.497.500	A17.360.710	A17.815.250.500
D010212|C04.557.470.700.600
D020405|A17.815.180
D014024|A10
D018859|A10.272.497.500	A17.360.710	A17.815.250.500
D001769|A12.207.152	A15.145
D014024|A10
D018859|A10.272.497.500	A17.360.710	A17.815.250.500
D018859|A10.272.497.500	A17.360.710	A17.815.250.500
D018859|A10.272.497.500	A17.360.710	A17.815.250.500
D010212|C04.557.470.700.600
D018859|A10.272.497.500	A17.360.710	A17.815.250.500
D018859|A10.272.497.500	A17.360.710	A17.815.250.500
