D006615|A01.378.610.400
D008159|A02.835.232.834.519
D013131|A02.835.232.834
D002875|A11.284.187	A11.284.430.106.279.345.190
D013131|A02.835.232.834
D013131|A02.835.232.834
D013131|A02.835.232.834
D013131|A02.835.232.834
D010024|C05.116.198.579	C18.452.104.579
D005272|A02.835.232.043.650.247.510
D008159|A02.835.232.834.519
D002875|A11.284.187	A11.284.430.106.279.345.190
D008159|A02.835.232.834.519
