D002875|A11.284.187	A11.284.430.106.279.345.190
D012174|C11.270.684	C11.768.585.658.500	C16.320.290.684
D058499|C11.768.585.658
D001415|A01.923.176
D009755|C11.966.671
D015354|C10.597.751.941.905	C11.966.905	C23.888.592.763.941.848
D012607|C10.597.751.941.811	C11.966.811	C23.888.592.763.941.811
D012607|C10.597.751.941.811	C11.966.811	C23.888.592.763.941.811
D001808|A07.015
D005123|A01.456.505.420	A09.371
D005123|A01.456.505.420	A09.371
D012160|A09.371.729
D000013|C16.131
D055213|A09.371.670.500	A09.371.729.887
D012162|C11.270.612	C11.768.585
D020795|C10.597.751.941.661	C11.966.741	C23.888.592.763.941.661
D012160|A09.371.729
D000740|C15.378.071
D004194|C23.550.288
D012162|C11.270.612	C11.768.585
D004194|C23.550.288
D004194|C23.550.288
D002879|A11.284.187.520.300.325.350
D002879|A11.284.187.520.300.325.350
D012164|C11.768
D004194|C23.550.288
D009755|C11.966.671
D020795|C10.597.751.941.661	C11.966.741	C23.888.592.763.941.661
