D002875|A11.284.187	A11.284.430.106.279.345.190
D001369|A08.675.542.145	A11.284.180.075	A11.671.137	A11.671.501.145
D002607|C10.500.300.200	C10.574.500.495.200	C10.668.829.800.300.200	C16.131.666.300.200	C16.320.400.375.200
D014897|C10.228.854.468.800	C10.574.500.812	C10.574.562.500.750	C10.668.467.500.750	C16.320.400.765
D014897|C10.228.854.468.800	C10.574.500.812	C10.574.562.500.750	C10.668.467.500.750	C16.320.400.765
D012133|C08.618.846.812	C10.597.622.812	C23.888.592.636.812
D014897|C10.228.854.468.800	C10.574.500.812	C10.574.562.500.750	C10.668.467.500.750	C16.320.400.765
D013116|A08.186.854
D009134|C10.228.854.468	C10.574.562.500	C10.668.467.500
D009046|A08.675.655.500	A11.671.655.500
D004194|C23.550.288
D003643|C23.550.260
D013577|C23.550.288.500
D013398|C23.550.260.322.625	C23.550.260.657.500
D003965|C06.198.257	C16.131.314.244
D009134|C10.228.854.468	C10.574.562.500	C10.668.467.500
D010243|C10.597.622	C23.888.592.636
D035002|A01.378.610
D000843|A02.835.583.378.062
D003643|C23.550.260
D012131|C08.618.846
D009133|C10.597.613.612	C23.300.070.500	C23.888.592.608.612
D013126|A08.800.800.720.725
D013116|A08.186.854
D009046|A08.675.655.500	A11.671.655.500
D003643|C23.550.260
D005317|C13.703.277.370	C16.300.390	C23.550.393.450
D005530|C05.330
D012133|C08.618.846.812	C10.597.622.812	C23.888.592.636.812
D009132|A02.633	A10.690
D017776|A08.800.050.050	A08.800.800.060
D006945|C17.800.946.350
D003248|C23.888.821.150
D014549|C12.777.934.852	C13.351.968.934.814	C23.888.942.343.800
D012133|C08.618.846.812	C10.597.622.812	C23.888.592.636.812
D000870|A08.186.854.729.500	A08.675.655.500.050	A11.671.655.500.050
D013577|C23.550.288.500
D009186|A08.637.600.500	A08.637.800.500	A08.675.542.512.560	A08.800.800.690.500	A10.755.503	A11.284.149.165.600	A11.650.600.500	A11.650.800.500	A11.671.501.512.560	A11.671.514.553
D010291|C10.597.636	C23.888.592.643
D011665|C14.280.484.660
D003643|C23.550.260
D012131|C08.618.846
D009134|C10.228.854.468	C10.574.562.500	C10.668.467.500
D012131|C08.618.846
D003965|C06.198.257	C16.131.314.244
D047928|C13.703.420.491.500
D006967|C20.543
D014897|C10.228.854.468.800	C10.574.500.812	C10.574.562.500.750	C10.668.467.500.750	C16.320.400.765
D009134|C10.228.854.468	C10.574.562.500	C10.668.467.500
D009504|A11.118.637.415.583	A11.627.340.583	A11.733.689	A15.145.229.637.415.583	A15.382.490.315.583	A15.382.680.689
D003964|A02.633.567.900.300
D014897|C10.228.854.468.800	C10.574.500.812	C10.574.562.500.750	C10.668.467.500.750	C16.320.400.765
D002880|A11.284.187.520.300.325.355
D012816|C23.888
D009134|C10.228.854.468	C10.574.562.500	C10.668.467.500
D004195|C22.232
D009457|A08.637	A11.650
D012270|A11.284.430.214.190.875.811
D009134|C10.228.854.468	C10.574.562.500	C10.668.467.500
D014897|C10.228.854.468.800	C10.574.500.812	C10.574.562.500.750	C10.668.467.500.750	C16.320.400.765
D004195|C22.232
D009133|C10.597.613.612	C23.300.070.500	C23.888.592.608.612
D002882|A11.284.187.520.300.370.375
D009504|A11.118.637.415.583	A11.627.340.583	A11.733.689	A15.145.229.637.415.583	A15.382.490.315.583	A15.382.680.689
D009443|C10.668.829.650
D004194|C23.550.288
D009504|A11.118.637.415.583	A11.627.340.583	A11.733.689	A15.145.229.637.415.583	A15.382.490.315.583	A15.382.680.689
D002882|A11.284.187.520.300.370.375
D005183|C23.888.338
D059246|C08.618.961	C23.888.852.944
D012133|C08.618.846.812	C10.597.622.812	C23.888.592.636.812
D003025|C05.330.488.655.063	C05.330.495.681.063	C05.660.585.512.380.813.063	C16.131.621.585.512.500.681.063
D005530|C05.330
D009046|A08.675.655.500	A11.671.655.500
D000870|A08.186.854.729.500	A08.675.655.500.050	A11.671.655.500.050
D001284|C23.300.070
D035002|A01.378.610
D001284|C23.300.070
D012021|C10.597.704	C23.888.592.717
D006945|C17.800.946.350
D003248|C23.888.821.150
D014549|C12.777.934.852	C13.351.968.934.814	C23.888.942.343.800
D005317|C13.703.277.370	C16.300.390	C23.550.393.450
D047928|C13.703.420.491.500
D003643|C23.550.260
