D014202|C10.597.350.850	C23.888.592.350.850
D000857|C10.597.751.600	C23.888.592.763.550
D000857|C10.597.751.600	C23.888.592.763.550
D000857|C10.597.751.600	C23.888.592.763.550
D009830|A08.186.211.200.885.388
D012886|A02.835.232.781
D017436|C12.706.316.096.750	C13.351.875.253.096.750	C16.131.939.316.096.750	C16.320.467	C19.391.119.096.750	C19.391.482.600
D000857|C10.597.751.600	C23.888.592.763.550
D017436|C12.706.316.096.750	C13.351.875.253.096.750	C16.131.939.316.096.750	C16.320.467	C19.391.119.096.750	C19.391.482.600
