D002875|A11.284.187	A11.284.430.106.279.345.190
D006432|C16.320.565.618.337	C18.452.565.500.480	C18.452.648.618.337
D006432|C16.320.565.618.337	C18.452.565.500.480	C18.452.648.618.337
D019190|C18.452.565.500
D008103|C06.552.630
D007172|C12.294.644.486
D001145|C14.280.067	C23.550.073
D006432|C16.320.565.618.337	C18.452.565.500.480	C18.452.648.618.337
D000740|C15.378.071
D006432|C16.320.565.618.337	C18.452.565.500.480	C18.452.648.618.337
D006432|C16.320.565.618.337	C18.452.565.500.480	C18.452.648.618.337
D006432|C16.320.565.618.337	C18.452.565.500.480	C18.452.648.618.337
D018771|C05.550.091	C23.888.592.612.094
D010003|C05.550.114.606	C05.799.613
D005221|C23.888.369
D009202|C14.280.238
D004700|C19
D004194|C23.550.288
D002889|A11.284.187.520.300.235.245
D004194|C23.550.288
D030342|C16.320
D004194|C23.550.288
D007728|A11.329.372.588	A11.627.482.588	A11.733.397.588	A15.382.670.522.588	A15.382.680.397.588
D009202|C14.280.238
D001145|C14.280.067	C23.550.073
D005355|C23.550.355
D019190|C18.452.565.500
D059630|A11.329.830.500	A11.872.590.500
D007728|A11.329.372.588	A11.627.482.588	A11.733.397.588	A15.382.670.522.588	A15.382.680.397.588
D008264|A11.329.372	A11.627.482	A11.733.397	A15.382.670.522	A15.382.680.397
D007172|C12.294.644.486
D018771|C05.550.091	C23.888.592.612.094
D010003|C05.550.114.606	C05.799.613
D017495|C17.800.621.430
D005221|C23.888.369
D004700|C19
D018149|C18.452.394.952.500
D000740|C15.378.071
