D002875|A11.284.187	A11.284.430.106.279.345.190
D008607|C10.597.606.360	C23.888.592.604.646
D016104|C13.703.560
D012640|C10.597.742	C23.888.592.742
D002012|C07.793.099
D012798|C07.465.815.815
D034381|C09.218.458.341	C10.597.751.418.341	C23.888.592.763.393.341
D012640|C10.597.742	C23.888.592.742
D003593|A11.284.430.214
D004721|A11.284.430.214.190.875.248
D006056|A11.284.430.214.190.875.336
D003593|A11.284.430.214
D034381|C09.218.458.341	C10.597.751.418.341	C23.888.592.763.393.341
D001763|C11.338.204
D012798|C07.465.815.815
D002012|C07.793.099
D005528|A01.378.610.250
D012640|C10.597.742	C23.888.592.742
