D008963|A14.549.167.860.525
D014070|A14.549.167.860
D001842|A02.835.232	A10.165.265
D003786|A14.549.167.900.265
D001842|A02.835.232	A10.165.265
D012816|C23.888
D014070|A14.549.167.860
D014960|A11.284.187.865.982
D000782|C23.550.210.050
D003786|A14.549.167.900.265
D013577|C23.550.288.500
D004475|A16.504.273
D007039|C17.800.329.937
D000848|C07.650.800.100	C07.793.700.100	C16.131.850.800.100
D014070|A14.549.167.860
D014092|A14.549.167.900.750
D001842|A02.835.232	A10.165.265
