D002875|A11.284.187	A11.284.430.106.279.345.190
D007674|C12.777.419	C13.351.968.419
D008209|C15.604.496
D013684|C14.907.823
D006197|A17.360
D005140|A01.456.505.420.504.421	A09.371.337.338	A17.360.421
D009262|A17.600
D014070|A14.549.167.860
D005528|A01.378.610.250
D006848|C12.294.882
D007866|A01.378.610.500
D042601|A15.382.520.301
D042601|A15.382.520.301
D006197|A17.360
D006197|A17.360
D005140|A01.456.505.420.504.421	A09.371.337.338	A17.360.421
D001365|A01.378.800.090
D009262|A17.600
D005528|A01.378.610.250
D014648|C14.907.927
D012535|A01.456.810
D006197|A17.360
D005138|A01.456.505.420.338	A17.360.296
D005140|A01.456.505.420.504.421	A09.371.337.338	A17.360.421
D013684|C14.907.823
D007039|C17.800.329.937
D054068|C14.907.617.625	C17.800.862.355	C23.888.885.437
D006973|C14.907.489
D018450|C23.550.291.656
D008209|C15.604.496
D004890|C17.800.229	C23.888.885.328
D000013|C16.131
D013684|C14.907.823
D004108|C23.300.325
D042601|A15.382.520.301
D008209|C15.604.496
D042601|A15.382.520.301
D013684|C14.907.823
D008209|C15.604.496
D004195|C22.232
D004628|A16
D002196|A07.015.461.165
D004628|A16
D004727|A10.272.491
D004727|A10.272.491
D006965|C23.550.444
D020286|A07.015.700.750	A10.272.491.677	A11.710	A16.504.660.600
D004727|A10.272.491
D004628|A16
D006848|C12.294.882
D006225|A01.378.800.667
D005528|A01.378.610.250
D013684|C14.907.823
D012535|A01.456.810
D012611|A05.360.444.661
D007866|A01.378.610.500
D000505|C17.800.329.937.122	C23.300.035
D007039|C17.800.329.937
D008209|C15.604.496
