D002875|A11.284.187	A11.284.430.106.279.345.190
D000860|C23.888.852.079
D004194|C23.550.288
D011086|C15.378.738
D011087|C04.588.448.200.500	C15.378.190.250.500	C15.378.190.636.753	C15.378.400.200.500
D000860|C23.888.852.079
D003643|C23.550.260
D003643|C23.550.260
D000860|C23.888.852.079
D001158|A07.015.114
D000860|C23.888.852.079
D000860|C23.888.852.079
D004194|C23.550.288
D000860|C23.888.852.079
D000860|C23.888.852.079
D004912|A11.118.290	A11.443.240	A15.145.229.334
D000860|C23.888.852.079
D015979|A11.118.637.555.283.500	A11.118.637.555.567.537.500	A15.145.229.637.555.283.500	A15.145.229.637.555.567.537.500	A15.382.490.555.283.500	A15.382.490.555.567.537.500
D015979|A11.118.637.555.283.500	A11.118.637.555.567.537.500	A15.145.229.637.555.283.500	A15.145.229.637.555.567.537.500	A15.382.490.555.283.500	A15.382.490.555.567.537.500
D000860|C23.888.852.079
D000860|C23.888.852.079
D011086|C15.378.738
D000860|C23.888.852.079
D004194|C23.550.288
