D002875|A11.284.187	A11.284.430.106.279.345.190
D007805|C10.597.606.150.500.550	C23.888.592.604.150.500.550
D012640|C10.597.742	C23.888.592.742
D004831|C10.228.140.490.375.130	C10.228.140.490.493.063
D012640|C10.597.742	C23.888.592.742
D004832|C10.228.140.490.375.260	C10.228.140.490.493.125
D009123|C10.597.613.575	C23.888.592.608.575
D001921|A08.186.211
D006066|A05.360.576	A06.300.312
D004195|C22.232
D016548|A08.186.211.200
D008569|C10.597.606.525	C23.888.592.604.529
D000302|A06.300.071.140
D003712|A08.675.256	A11.284.180.225	A11.671.240
D000302|A06.300.071.140
D018891|A08.186.211.180.405.200	A08.186.211.200.885.287.500.345.200
D000302|A06.300.071.140
D009474|A08.675	A11.671
D009123|C10.597.613.575	C23.888.592.608.575
D008607|C10.597.606.360	C23.888.592.604.646
D012640|C10.597.742	C23.888.592.742
