D002875|A11.284.187	A11.284.430.106.279.345.190
D023961|C12.706.316.064.249	C12.706.316.309.193	C13.351.875.253.064.249	C13.351.875.253.309.193	C16.131.939.316.064.249	C16.131.939.316.309.193	C19.391.119.064.249	C19.391.119.309.193
D008594|C13.351.500.056.630.250
D016649|C13.351.500.056.630.750	C19.391.630.750
D014960|A11.284.187.865.982
D000013|C16.131
D016649|C13.351.500.056.630.750	C19.391.630.750
D006628|C17.800.329.750	C23.888.971.468
D011628|C19.391.690
D014599|A05.360.319.679
D008796|C13.351.500.852.691.622	C23.550.414.993.700
D006066|A05.360.576	A06.300.312
D004703|A06
D016649|C13.351.500.056.630.750	C19.391.630.750
D000013|C16.131
D016649|C13.351.500.056.630.750	C19.391.630.750
D008594|C13.351.500.056.630.250
D008594|C13.351.500.056.630.250
D008594|C13.351.500.056.630.250
D000072662|A10.830	C23.149.625
D008594|C13.351.500.056.630.250
D008594|C13.351.500.056.630.250
D008594|C13.351.500.056.630.250
D047928|C13.703.420.491.500
D011630|A02.835.232.043.825.781
D008594|C13.351.500.056.630.250
