D002875|A11.284.187	A11.284.430.106.279.345.190
D057130|C11.270.516	C11.768.364
D058499|C11.768.585.658
D001766|C10.597.751.941.162	C11.966.075	C23.888.592.763.941.162
D009759|C10.292.562.675	C11.590.400
D012160|A09.371.729
D009759|C10.292.562.675	C11.590.400
D012816|C23.888
D007640|C11.204.627
D002386|C11.510.245
D005654|A09.371.729.313
D012160|A09.371.729
D057130|C11.270.516	C11.768.364
D057130|C11.270.516	C11.768.364
D009759|C10.292.562.675	C11.590.400
D000853|C11.250.080	C16.131.384.159
D005385|A01.378.800.667.430
D012174|C11.270.684	C11.768.585.658.500	C16.320.290.684
D012080|C05.116.198.816.750	C12.777.419.080	C13.351.968.419.795	C18.452.104.816.750	C18.452.174.845.750	C18.654.521.500.133.770.734.750	C19.642.355.480.500
D017949|A08.675.650.850.625.670.100	A08.675.650.915.937.670.100	A08.800.950.937.670.100	A09.371.729.831.625.670.100	A11.671.650.850.625.670.100	A11.671.650.915.937.670.100
D012174|C11.270.684	C11.768.585.658.500	C16.320.290.684
D013623|A13.895
D013623|A13.895
D004195|C22.232
D020419|A08.675.650.850.625.670	A08.675.650.915.937.670	A08.800.950.937.670	A09.371.729.831.625.670	A11.671.650.850.625.670	A11.671.650.915.937.670
D004194|C23.550.288
D020419|A08.675.650.850.625.670	A08.675.650.915.937.670	A08.800.950.937.670	A09.371.729.831.625.670	A11.671.650.850.625.670	A11.671.650.915.937.670
D002371|C22.180
D057130|C11.270.516	C11.768.364
D012174|C11.270.684	C11.768.585.658.500	C16.320.290.684
