D002875|A11.284.187	A11.284.430.106.279.345.190
D005145|A01.456.505
D009333|A01.598
D034941|A01.378.800
D013909|A01.923.761
D000005|A01.923.047
D035002|A01.378.610
D004194|C23.550.288
D001327|C20.111
D015432|C12.777.419.570.363.615	C13.351.968.419.570.363.615	C20.425
D008659|C18.452
D000072662|A10.830	C23.149.625
D052496|C17.800.849.391.700	C18.452.584.625.700	C18.452.880.391.700
D004194|C23.550.288
D003882|C05.651.594.819.500	C10.668.491.562.575.500	C17.300.250	C17.800.185
D005234|C06.552.241
D007333|C18.452.394.968.500
D006983|C17.800.329.875
D044967|A12.207.152.846	A15.145.846
D007674|C12.777.419	C13.351.968.419
D050171|C18.452.584.500
D006973|C14.907.489
D003920|C18.452.394.750	C19.246
D001327|C20.111
D003882|C05.651.594.819.500	C10.668.491.562.575.500	C17.300.250	C17.800.185
D000505|C17.800.329.937.122	C23.300.035
D011085|C04.182.612.765	C13.351.500.056.630.580.765	C19.391.630.580.765
D006628|C17.800.329.750	C23.888.971.468
D005145|A01.456.505
D000273|A10.165.114
D005234|C06.552.241
D015228|C18.452.584.500.500.851
D008659|C18.452
D006946|C18.452.394.968
D008594|C13.351.500.056.630.250
D030342|C16.320
D004198|C23.550.291.687
D052496|C17.800.849.391.700	C18.452.584.625.700	C18.452.880.391.700
D004198|C23.550.291.687
D003920|C18.452.394.750	C19.246
D003882|C05.651.594.819.500	C10.668.491.562.575.500	C17.300.250	C17.800.185
D000505|C17.800.329.937.122	C23.300.035
D011085|C04.182.612.765	C13.351.500.056.630.580.765	C19.391.630.580.765
D007674|C12.777.419	C13.351.968.419
D050151|A10.165.114.830.750
D005145|A01.456.505
D006628|C17.800.329.750	C23.888.971.468
D050151|A10.165.114.830.750
D005145|A01.456.505
D050151|A10.165.114.830.750
D034941|A01.378.800
D003920|C18.452.394.750	C19.246
D011085|C04.182.612.765	C13.351.500.056.630.580.765	C19.391.630.580.765
D050171|C18.452.584.500
D004198|C23.550.291.687
