D002875|A11.284.187	A11.284.430.106.279.345.190
D012174|C11.270.684	C11.768.585.658.500	C16.320.290.684
D005654|A09.371.729.313
D017948|A08.675.650.850.625.670.650	A08.675.650.915.937.670.650	A08.800.950.937.670.650	A09.371.729.831.625.670.650	A11.671.650.850.625.670.650	A11.671.650.915.937.670.650
D034381|C09.218.458.341	C10.597.751.418.341	C23.888.592.763.393.341
D012174|C11.270.684	C11.768.585.658.500	C16.320.290.684
D052245|C09.218.458.341.186.500.500	C09.218.458.341.887.886	C10.597.751.418.341.186.500.500	C10.597.751.418.341.887.886	C10.597.751.941.162.625.500	C11.768.585.658.500.813	C11.966.075.375.500	C16.131.077.299.500	C16.320.290.684.500	C23.888.592.763.393.341.887.886
D052245|C09.218.458.341.186.500.500	C09.218.458.341.887.886	C10.597.751.418.341.186.500.500	C10.597.751.418.341.887.886	C10.597.751.941.162.625.500	C11.768.585.658.500.813	C11.966.075.375.500	C16.131.077.299.500	C16.320.290.684.500	C23.888.592.763.393.341.887.886
D012174|C11.270.684	C11.768.585.658.500	C16.320.290.684
D012174|C11.270.684	C11.768.585.658.500	C16.320.290.684
D012174|C11.270.684	C11.768.585.658.500	C16.320.290.684
