D002875|A11.284.187	A11.284.430.106.279.345.190
D004535|C14.907.454.240	C15.378.463.515.240	C16.131.831.428	C16.320.850.260	C17.300.200.310	C17.800.804.428	C17.800.827.260
D004535|C14.907.454.240	C15.378.463.515.240	C16.131.831.428	C16.320.850.260	C17.300.200.310	C17.800.804.428	C17.800.827.260
D001011|A07.015.114.056
D003643|C23.550.260
D004535|C14.907.454.240	C15.378.463.515.240	C16.131.831.428	C16.320.850.260	C17.300.200.310	C17.800.804.428	C17.800.827.260
D007593|C05.550.521
D005660|C05.116.099.386	C05.660.386	C16.131.621.386
D009132|A02.633	A10.690
D005546|A01.456.505.580
D007717|A01.378.610.450
D009216|C11.744.636
D001251|C11.744.212
D008944|C14.280.484.461
D001145|C14.280.067	C23.550.073
D001281|C14.280.067.198	C23.550.073.198
D006352|A07.541.560
D001021|A07.541.510.110
D003643|C23.550.260
D004417|C08.618.326	C23.888.852.371
D005221|C23.888.369
D008944|C14.280.484.461
D005413|C05.330.488.655.250	C05.330.495.681.250	C05.660.585.512.380.813.250	C16.131.621.585.512.500.681.250
D057896|C23.888.885.800
D000005|A01.923.047
D003288|C26.974.250
D008944|C14.280.484.461
D011391|C23.300.842
D001022|C14.280.484.095
D017379|C14.280.195.400	C23.300.775.250.400
D001011|A07.015.114.056
D008943|A07.541.510.507
D014680|A07.015.908
D006321|A07.541
D014024|A10
D001022|C14.280.484.095
D006321|A07.541
D006351|A07.541.510
D044342|C18.654.521
D006349|C14.280.484
D008945|C14.280.484.400.500
D008944|C14.280.484.461
D008944|C14.280.484.461
D001022|C14.280.484.095
D005660|C05.116.099.386	C05.660.386	C16.131.621.386
D006552|C23.300.707.374.875
D007593|C05.550.521
D007717|A01.378.610.450
D005413|C05.330.488.655.250	C05.330.495.681.250	C05.660.585.512.380.813.250	C16.131.621.585.512.500.681.250
D005347|A11.329.228
