D002875|A11.284.187	A11.284.430.106.279.345.190
D009085|C16.320.565.202.715.655	C16.320.565.595.600.655	C17.300.550.575.655	C18.452.648.202.715.655	C18.452.648.595.600.655
D019902|A11.329.171
D047928|C13.703.420.491.500
D007717|A01.378.610.450
D006615|A01.378.610.400
D005384|A02.835.583.405.350
D005384|A02.835.583.405.350
D001842|A02.835.232	A10.165.265
D004108|C23.300.325
D015459|C04.557.337.428.580.100	C15.604.515.560.575.100	C20.683.515.528.582.100
D050278|A02.835.232.087.319.350
D005269|A02.835.232.043.650.247
D060906|C05.116.214.750.500	C05.116.327	C23.300.970.374.500
D056304|C05.116.482
D007596|A02.835.583
D004550|A01.378.800.420
D007717|A01.378.610.450
D006615|A01.378.610.400
D020233|C10.597.404	C23.888.592.413
D003638|C09.218.458.341.186	C10.597.751.418.341.186	C23.888.592.763.393.341.186
D004838|A02.835.232.251
D006984|C23.300.775
D012816|C23.888
D005272|A02.835.232.043.650.247.510
D007085|A02.835.232.043.825.434
D005270|A02.835.232.043.650.247.343
D004838|A02.835.232.251
D013131|A02.835.232.834
D019902|A11.329.171
D006984|C23.300.775
D002479|A11.284.420
D009085|C16.320.565.202.715.655	C16.320.565.595.600.655	C17.300.550.575.655	C18.452.648.202.715.655	C18.452.648.595.600.655
D001848|C05.116.099
D020233|C10.597.404	C23.888.592.413
D001416|C23.888.592.612.107
D007717|A01.378.610.450
D000842|A01.378.610.250.149
D018771|C05.550.091	C23.888.592.612.094
D003286|C05.550.323	C05.651.197
D005384|A02.835.583.405.350
D001842|A02.835.232	A10.165.265
D004838|A02.835.232.251
D007085|A02.835.232.043.825.434
D002479|A11.284.420
D019902|A11.329.171
D009085|C16.320.565.202.715.655	C16.320.565.595.600.655	C17.300.550.575.655	C18.452.648.202.715.655	C18.452.648.595.600.655
D020233|C10.597.404	C23.888.592.413
D010146|C23.888.592.612
D007717|A01.378.610.450
D006615|A01.378.610.400
D013130|C05.116.900.825
D007738|C05.116.900.800.500
D018771|C05.550.091	C23.888.592.612.094
D007717|A01.378.610.450
D019902|A11.329.171
D002479|A11.284.420
D007592|C05.550
D010146|C23.888.592.612
D000013|C16.131
D007717|A01.378.610.450
D006615|A01.378.610.400
D005384|A02.835.583.405.350
D006615|A01.378.610.400
D007717|A01.378.610.450
D005269|A02.835.232.043.650.247
D010388|A01.923.600
D004194|C23.550.288
D006615|A01.378.610.400
D019902|A11.329.171
D060906|C05.116.214.750.500	C05.116.327	C23.300.970.374.500
D018771|C05.550.091	C23.888.592.612.094
D006615|A01.378.610.400
D007717|A01.378.610.450
D005270|A02.835.232.043.650.247.343
D005269|A02.835.232.043.650.247
D008526|A08.186.211.132.810.591.500
