D002875|A11.284.187	A11.284.430.106.279.345.190
D003409|C05.116.099.343.347	C05.116.132.256	C16.320.240.625	C19.297.155	C19.874.482.281
D050033|C16.131.894	C19.874.689
D013961|A06.300.900
D013961|A06.300.900
D003409|C05.116.099.343.347	C05.116.132.256	C16.320.240.625	C19.297.155	C19.874.482.281
D003409|C05.116.099.343.347	C05.116.132.256	C16.320.240.625	C19.297.155	C19.874.482.281
D050033|C16.131.894	C19.874.689
D003409|C05.116.099.343.347	C05.116.132.256	C16.320.240.625	C19.297.155	C19.874.482.281
D000013|C16.131
D013961|A06.300.900
D014024|A10
D050033|C16.131.894	C19.874.689
D013961|A06.300.900
D014024|A10
D050033|C16.131.894	C19.874.689
D003409|C05.116.099.343.347	C05.116.132.256	C16.320.240.625	C19.297.155	C19.874.482.281
D003409|C05.116.099.343.347	C05.116.132.256	C16.320.240.625	C19.297.155	C19.874.482.281
D000013|C16.131
D006042|C19.874.283
D003409|C05.116.099.343.347	C05.116.132.256	C16.320.240.625	C19.297.155	C19.874.482.281
D050033|C16.131.894	C19.874.689
D003409|C05.116.099.343.347	C05.116.132.256	C16.320.240.625	C19.297.155	C19.874.482.281
D009222|C10.597.613.700	C23.888.592.608.700
D013961|A06.300.900
D006967|C20.543
D013961|A06.300.900
D014024|A10
D009333|A01.598
D003409|C05.116.099.343.347	C05.116.132.256	C16.320.240.625	C19.297.155	C19.874.482.281
D050033|C16.131.894	C19.874.689
D003409|C05.116.099.343.347	C05.116.132.256	C16.320.240.625	C19.297.155	C19.874.482.281
D007037|C19.874.482
D002828|C23.300.250
D050033|C16.131.894	C19.874.689
D050033|C16.131.894	C19.874.689
D007037|C19.874.482
D003409|C05.116.099.343.347	C05.116.132.256	C16.320.240.625	C19.297.155	C19.874.482.281
D046151|C16.131.894.500	C19.874.689.500
D007037|C19.874.482
D050033|C16.131.894	C19.874.689
D050033|C16.131.894	C19.874.689
D018263|C04.557.470.200.025.060
D003409|C05.116.099.343.347	C05.116.132.256	C16.320.240.625	C19.297.155	C19.874.482.281
D003409|C05.116.099.343.347	C05.116.132.256	C16.320.240.625	C19.297.155	C19.874.482.281
D003409|C05.116.099.343.347	C05.116.132.256	C16.320.240.625	C19.297.155	C19.874.482.281
D004392|C05.116.099.343	C16.320.240	C19.297
D004838|A02.835.232.251
D009085|C16.320.565.202.715.655	C16.320.565.595.600.655	C17.300.550.575.655	C18.452.648.202.715.655	C18.452.648.595.600.655
D003409|C05.116.099.343.347	C05.116.132.256	C16.320.240.625	C19.297.155	C19.874.482.281
D013961|A06.300.900
D050033|C16.131.894	C19.874.689
D003409|C05.116.099.343.347	C05.116.132.256	C16.320.240.625	C19.297.155	C19.874.482.281
D050033|C16.131.894	C19.874.689
D013961|A06.300.900
D002828|C23.300.250
D004194|C23.550.288
D050033|C16.131.894	C19.874.689
D050033|C16.131.894	C19.874.689
D003409|C05.116.099.343.347	C05.116.132.256	C16.320.240.625	C19.297.155	C19.874.482.281
D007037|C19.874.482
D003409|C05.116.099.343.347	C05.116.132.256	C16.320.240.625	C19.297.155	C19.874.482.281
D050033|C16.131.894	C19.874.689
D050033|C16.131.894	C19.874.689
D050033|C16.131.894	C19.874.689
D003409|C05.116.099.343.347	C05.116.132.256	C16.320.240.625	C19.297.155	C19.874.482.281
D050033|C16.131.894	C19.874.689
D000013|C16.131
D003409|C05.116.099.343.347	C05.116.132.256	C16.320.240.625	C19.297.155	C19.874.482.281
D003409|C05.116.099.343.347	C05.116.132.256	C16.320.240.625	C19.297.155	C19.874.482.281
D050033|C16.131.894	C19.874.689
D050033|C16.131.894	C19.874.689
D050033|C16.131.894	C19.874.689
D000013|C16.131
D003409|C05.116.099.343.347	C05.116.132.256	C16.320.240.625	C19.297.155	C19.874.482.281
D050033|C16.131.894	C19.874.689
D013961|A06.300.900
D013959|C19.874
D050033|C16.131.894	C19.874.689
D013961|A06.300.900
D003409|C05.116.099.343.347	C05.116.132.256	C16.320.240.625	C19.297.155	C19.874.482.281
D050033|C16.131.894	C19.874.689
D013959|C19.874
D013959|C19.874
D013955|C04.182.902
D013961|A06.300.900
D014024|A10
D050033|C16.131.894	C19.874.689
D003409|C05.116.099.343.347	C05.116.132.256	C16.320.240.625	C19.297.155	C19.874.482.281
D050033|C16.131.894	C19.874.689
D050033|C16.131.894	C19.874.689
D013959|C19.874
D013959|C19.874
D003409|C05.116.099.343.347	C05.116.132.256	C16.320.240.625	C19.297.155	C19.874.482.281
D004198|C23.550.291.687
D003409|C05.116.099.343.347	C05.116.132.256	C16.320.240.625	C19.297.155	C19.874.482.281
D050033|C16.131.894	C19.874.689
D005312|A12.207.152.200	A15.145.300	A16.378.200
D003409|C05.116.099.343.347	C05.116.132.256	C16.320.240.625	C19.297.155	C19.874.482.281
D003409|C05.116.099.343.347	C05.116.132.256	C16.320.240.625	C19.297.155	C19.874.482.281
D050033|C16.131.894	C19.874.689
D005312|A12.207.152.200	A15.145.300	A16.378.200
D050033|C16.131.894	C19.874.689
D005312|A12.207.152.200	A15.145.300	A16.378.200
D050033|C16.131.894	C19.874.689
D003409|C05.116.099.343.347	C05.116.132.256	C16.320.240.625	C19.297.155	C19.874.482.281
D050033|C16.131.894	C19.874.689
D050033|C16.131.894	C19.874.689
D050033|C16.131.894	C19.874.689
D013961|A06.300.900
D007037|C19.874.482
D013961|A06.300.900
D013961|A06.300.900
D003409|C05.116.099.343.347	C05.116.132.256	C16.320.240.625	C19.297.155	C19.874.482.281
D003409|C05.116.099.343.347	C05.116.132.256	C16.320.240.625	C19.297.155	C19.874.482.281
D007037|C19.874.482
D013961|A06.300.900
D007037|C19.874.482
D013961|A06.300.900
D013961|A06.300.900
D014024|A10
D050033|C16.131.894	C19.874.689
D007668|A05.810.453
D007037|C19.874.482
D013961|A06.300.900
D007037|C19.874.482
D013961|A06.300.900
D050033|C16.131.894	C19.874.689
D007037|C19.874.482
D013961|A06.300.900
D050033|C16.131.894	C19.874.689
D000013|C16.131
D030342|C16.320
D003409|C05.116.099.343.347	C05.116.132.256	C16.320.240.625	C19.297.155	C19.874.482.281
D050033|C16.131.894	C19.874.689
D003409|C05.116.099.343.347	C05.116.132.256	C16.320.240.625	C19.297.155	C19.874.482.281
D013961|A06.300.900
D050033|C16.131.894	C19.874.689
D003409|C05.116.099.343.347	C05.116.132.256	C16.320.240.625	C19.297.155	C19.874.482.281
D050033|C16.131.894	C19.874.689
D003409|C05.116.099.343.347	C05.116.132.256	C16.320.240.625	C19.297.155	C19.874.482.281
D001919|C14.280.067.319	C23.550.073.300
D003248|C23.888.821.150
D007035|C23.888.119.565
D053609|C10.597.606.441	C23.888.592.604.444
D009123|C10.597.613.575	C23.888.592.608.575
D050033|C16.131.894	C19.874.689
D050033|C16.131.894	C19.874.689
D050033|C16.131.894	C19.874.689
D006042|C19.874.283
D007037|C19.874.482
