D002875|A11.284.187	A11.284.430.106.279.345.190
D012174|C11.270.684	C11.768.585.658.500	C16.320.290.684
D012174|C11.270.684	C11.768.585.658.500	C16.320.290.684
D005584|A09.371.729.522.436
D010786|A08.675.650.850.625	A08.675.650.915.937	A08.800.950.937	A09.371.729.831.625	A11.671.650.850.625	A11.671.650.915.937
D005584|A09.371.729.522.436
D010786|A08.675.650.850.625	A08.675.650.915.937	A08.800.950.937	A09.371.729.831.625	A11.671.650.850.625	A11.671.650.915.937
D001368|A02.835.232.834.151.383
D012607|C10.597.751.941.811	C11.966.811	C23.888.592.763.941.811
D012174|C11.270.684	C11.768.585.658.500	C16.320.290.684
D015354|C10.597.751.941.905	C11.966.905	C23.888.592.763.941.848
D055213|A09.371.670.500	A09.371.729.887
D005584|A09.371.729.522.436
D005584|A09.371.729.522.436
D010786|A08.675.650.850.625	A08.675.650.915.937	A08.800.950.937	A09.371.729.831.625	A11.671.650.850.625	A11.671.650.915.937
D005584|A09.371.729.522.436
D010786|A08.675.650.850.625	A08.675.650.915.937	A08.800.950.937	A09.371.729.831.625	A11.671.650.850.625	A11.671.650.915.937
D003117|C10.597.751.941.256	C11.270.151.500	C11.966.256	C23.888.592.763.941.256
D004172|C10.597.751.941.339	C11.966.339	C23.888.592.763.941.339
D000077765|C11.270.151	C11.768.216
D012164|C11.768
D057130|C11.270.516	C11.768.364
D012174|C11.270.684	C11.768.585.658.500	C16.320.290.684
D004194|C23.550.288
D012607|C10.597.751.941.811	C11.966.811	C23.888.592.763.941.811
D010786|A08.675.650.850.625	A08.675.650.915.937	A08.800.950.937	A09.371.729.831.625	A11.671.650.850.625	A11.671.650.915.937
D005584|A09.371.729.522.436
