D002875|A11.284.187	A11.284.430.106.279.345.190
D007805|C10.597.606.150.500.550	C23.888.592.604.150.500.550
D009123|C10.597.613.575	C23.888.592.608.575
D008607|C10.597.606.360	C23.888.592.604.646
D007805|C10.597.606.150.500.550	C23.888.592.604.150.500.550
D006985|C08.618.501	C23.888.852.591
D009216|C11.744.636
D013285|C10.292.562.887	C11.590.810
D003967|C23.888.821.214
D006972|C05.116.099.370.231.480	C05.660.207.231.480	C16.131.621.207.231.480
D001763|C11.338.204
D007738|C05.116.900.800.500
D012600|C05.116.900.800.875
D006685|C08.360.940.490	C08.618.490	C09.400.940.490	C10.597.975.550	C23.888.592.979.550	C23.888.852.490
D003248|C23.888.821.150
D004392|C05.116.099.343	C16.320.240	C19.297
D059327|C05.660.585.262	C16.131.621.585.262
D016569|C11.250.090	C11.338.190	C16.131.384.190
D001763|C11.338.204
D007805|C10.597.606.150.500.550	C23.888.592.604.150.500.550
D008607|C10.597.606.360	C23.888.592.604.646
D009123|C10.597.613.575	C23.888.592.608.575
D004827|C10.228.140.490
D007593|C05.550.521
D005413|C05.330.488.655.250	C05.330.495.681.250	C05.660.585.512.380.813.250	C16.131.621.585.512.500.681.250
D012600|C05.116.900.800.875
D016569|C11.250.090	C11.338.190	C16.131.384.190
D008865|C07.465.525.520	C07.650.525.520	C16.131.850.525.520
D065817|C09.218.235	C16.131.287
D001763|C11.338.204
D013285|C10.292.562.887	C11.590.810
D005146|C23.300.505
D006983|C17.800.329.875
D004392|C05.116.099.343	C16.320.240	C19.297
D008831|C05.660.207.620	C10.500.507.400.500	C16.131.621.207.620	C16.131.666.507.400.500
D003248|C23.888.821.150
D003967|C23.888.821.214
D005124|C11.250	C16.131.384
D000013|C16.131
D006685|C08.360.940.490	C08.618.490	C09.400.940.490	C10.597.975.550	C23.888.592.979.550	C23.888.852.490
D008607|C10.597.606.360	C23.888.592.604.646
D005145|A01.456.505
D004194|C23.550.288
D004392|C05.116.099.343	C16.320.240	C19.297
D008831|C05.660.207.620	C10.500.507.400.500	C16.131.621.207.620	C16.131.666.507.400.500
D005146|C23.300.505
D010033|C09.218.705.663
D016569|C11.250.090	C11.338.190	C16.131.384.190
D000013|C16.131
D013285|C10.292.562.887	C11.590.810
D001763|C11.338.204
D008865|C07.465.525.520	C07.650.525.520	C16.131.850.525.520
D003248|C23.888.821.150
D003967|C23.888.821.214
D007593|C05.550.521
D003398|C05.116.099.370.894.232	C05.660.207.240	C05.660.906.364	C16.131.621.207.240	C16.131.621.906.364
D012600|C05.116.900.800.875
D007738|C05.116.900.800.500
D005528|A01.378.610.250
D006983|C17.800.329.875
D009123|C10.597.613.575	C23.888.592.608.575
D008607|C10.597.606.360	C23.888.592.604.646
D007805|C10.597.606.150.500.550	C23.888.592.604.150.500.550
D012640|C10.597.742	C23.888.592.742
D000013|C16.131
D013920|C15.378.100.832	C15.378.140.860.800	C15.378.190.636.860.800	C15.378.463.825
