D002875|A11.284.187	A11.284.430.106.279.345.190
D018981|C16.320.565.202.125	C18.452.648.202.125
D000013|C16.131
D008831|C05.660.207.620	C10.500.507.400.500	C16.131.621.207.620	C16.131.666.507.400.500
D005183|C23.888.338
D012640|C10.597.742	C23.888.592.742
D009123|C10.597.613.575	C23.888.592.608.575
D013921|C15.378.140.855
D003456|C12.294.829.258	C12.706.258	C16.131.939.258	C19.391.829.258
D003643|C23.550.260
D005317|C13.703.277.370	C16.300.390	C23.550.393.450
D005183|C23.888.338
D008831|C05.660.207.620	C10.500.507.400.500	C16.131.621.207.620	C16.131.666.507.400.500
D009896|C10.292.700.225	C11.640.451
D004417|C08.618.326	C23.888.852.371
D008107|C06.552
D003456|C12.294.829.258	C12.706.258	C16.131.939.258	C19.391.829.258
D012640|C10.597.742	C23.888.592.742
D009123|C10.597.613.575	C23.888.592.608.575
D013921|C15.378.140.855
