D002875|A11.284.187	A11.284.430.106.279.345.190
D007676|C12.777.419.780.750.500	C13.351.968.419.780.750.500
D008607|C10.597.606.360	C23.888.592.604.646
D008099|A03.620
D007676|C12.777.419.780.750.500	C13.351.968.419.780.750.500
D007805|C10.597.606.150.500.550	C23.888.592.604.150.500.550
D008607|C10.597.606.360	C23.888.592.604.646
D006849|C10.228.140.602
D012173|C11.768.773
D013285|C10.292.562.887	C11.590.810
D008099|A03.620
D002779|C06.130.120.135
D006973|C14.907.489
D000072661|C16.131.077.245	C16.320.184
D002923|A11.284.180.165
D005347|A11.329.228
D007668|A05.810.453
D012160|A09.371.729
D004847|A11.436
D002467|A11.284.430.106	A11.284.430.214.190.875.117
D018385|A11.284.430.214.190.750.585.160	A11.284.430.214.190.750.820.500.500
D005347|A11.329.228
D012173|C11.768.773
D013285|C10.292.562.887	C11.590.810
D002779|C06.130.120.135
D009395|C12.777.419.570.643	C13.351.968.419.570.643
D007676|C12.777.419.780.750.500	C13.351.968.419.780.750.500
D006849|C10.228.140.602
D008607|C10.597.606.360	C23.888.592.604.646
D006849|C10.228.140.602
