D002875|A11.284.187	A11.284.430.106.279.345.190
D016108|C16.131.831.493.160	C16.320.850.275.160	C17.300.200.367	C17.800.804.493.160	C17.800.827.275.160	C17.800.865.410.160
D004194|C23.550.288
D016108|C16.131.831.493.160	C16.320.850.275.160	C17.300.200.367	C17.800.804.493.160	C17.800.827.275.160	C17.800.865.410.160
D001768|C17.800.865.187	C23.300.122
D004194|C23.550.288
D001768|C17.800.865.187	C23.300.122
D005121|A01.378
D001768|C17.800.865.187	C23.300.122
D017496|C17.800.621.440
D017496|C17.800.621.440
D001768|C17.800.865.187	C23.300.122
D009061|A10.615.550.599	A14.549.512
D001768|C17.800.865.187	C23.300.122
D006225|A01.378.800.667
D001768|C17.800.865.187	C23.300.122
D009061|A10.615.550.599	A14.549.512
D001768|C17.800.865.187	C23.300.122
D001768|C17.800.865.187	C23.300.122
D002479|A11.284.420
D018870|A11.284.430.214.190.875.248.300	A11.284.430.214.190.875.811.740.300
D015603|A11.409.500	A11.436.397
D004817|A10.272.497	A17.815.250
D012816|C23.888
D001768|C17.800.865.187	C23.300.122
D015603|A11.409.500	A11.436.397
D001485|A10.272.220	A10.615.179
D015603|A11.409.500	A11.436.397
D001768|C17.800.865.187	C23.300.122
D009262|A17.600
D001768|C17.800.865.187	C23.300.122
D001768|C17.800.865.187	C23.300.122
D001768|C17.800.865.187	C23.300.122
D015603|A11.409.500	A11.436.397
D001768|C17.800.865.187	C23.300.122
D001768|C17.800.865.187	C23.300.122
D001489|A09.246.300.246.125	A10.615.179.124
D015603|A11.409.500	A11.436.397
D001485|A10.272.220	A10.615.179
D001768|C17.800.865.187	C23.300.122
D006225|A01.378.800.667
D005528|A01.378.610.250
D005145|A01.456.505
D009061|A10.615.550.599	A14.549.512
D002921|A10.165.450.300	C23.550.355.274
D001768|C17.800.865.187	C23.300.122
D001768|C17.800.865.187	C23.300.122
D000013|C16.131
D004820|C16.131.831.493	C16.320.850.275	C17.800.804.493	C17.800.827.275	C17.800.865.410
D001768|C17.800.865.187	C23.300.122
D014024|A10
D008566|A10.615
D004721|A11.284.430.214.190.875.248
D004817|A10.272.497	A17.815.250
D015603|A11.409.500	A11.436.397
D004194|C23.550.288
D009262|A17.600
D001768|C17.800.865.187	C23.300.122
