D002875|A11.284.187	A11.284.430.106.279.345.190
D013577|C23.550.288.500
D007007|C17.800.946.370
D003744|C07.650.800.255	C07.793.700.255	C16.131.850.800.255
D004476|C16.131.077.350	C16.131.831.350	C16.320.850.250	C17.800.804.350	C17.800.827.250
D007007|C17.800.946.370
D003744|C07.650.800.255	C07.793.700.255	C16.131.850.800.255
D006197|A17.360
D009262|A17.600
D007007|C17.800.946.370
D008831|C05.660.207.620	C10.500.507.400.500	C16.131.621.207.620	C16.131.666.507.400.500
D006505|C06.552.380
D004194|C23.550.288
D007007|C17.800.946.370
D007007|C17.800.946.370
D002880|A11.284.187.520.300.325.355
D007007|C17.800.946.370
D004194|C23.550.288
D013545|A10.336.899	A17.815.830
D008831|C05.660.207.620	C10.500.507.400.500	C16.131.621.207.620	C16.131.666.507.400.500
D003744|C07.650.800.255	C07.793.700.255	C16.131.850.800.255
D003731|C07.793.720.210
D007007|C17.800.946.370
D007805|C10.597.606.150.500.550	C23.888.592.604.150.500.550
