D002875|A11.284.187	A11.284.430.106.279.345.190
D013576|C05.116.099.370.894.819	C05.660.585.800	C05.660.906.819	C16.131.621.585.800	C16.131.621.906.819
D000013|C16.131
D017689|C05.660.585.600	C16.131.621.585.600
D013576|C05.116.099.370.894.819	C05.660.585.800	C05.660.906.819	C16.131.621.585.800	C16.131.621.906.819
D017689|C05.660.585.600	C16.131.621.585.600
D006225|A01.378.800.667
D013576|C05.116.099.370.894.819	C05.660.585.800	C05.660.906.819	C16.131.621.585.800	C16.131.621.906.819
D013576|C05.116.099.370.894.819	C05.660.585.800	C05.660.906.819	C16.131.621.585.800	C16.131.621.906.819
D017689|C05.660.585.600	C16.131.621.585.600
D013576|C05.116.099.370.894.819	C05.660.585.800	C05.660.906.819	C16.131.621.585.800	C16.131.621.906.819
D013933|A01.378.800.667.430.705
D013576|C05.116.099.370.894.819	C05.660.585.800	C05.660.906.819	C16.131.621.585.800	C16.131.621.906.819
D005532|C05.330.495	C05.660.585.512.380	C16.131.621.585.512.500
D013576|C05.116.099.370.894.819	C05.660.585.800	C05.660.906.819	C16.131.621.585.800	C16.131.621.906.819
D014034|A01.378.610.250.300.792
D000013|C16.131
D005528|A01.378.610.250
D006225|A01.378.800.667
D013933|A01.378.800.667.430.705
D006225|A01.378.800.667
D012816|C23.888
D004194|C23.550.288
D017689|C05.660.585.600	C16.131.621.585.600
D017689|C05.660.585.600	C16.131.621.585.600
D001368|A02.835.232.834.151.383
D017689|C05.660.585.600	C16.131.621.585.600
D006225|A01.378.800.667
D005528|A01.378.610.250
D017689|C05.660.585.600	C16.131.621.585.600
D017689|C05.660.585.600	C16.131.621.585.600
D017689|C05.660.585.600	C16.131.621.585.600
D005385|A01.378.800.667.430
D014034|A01.378.610.250.300.792
D013576|C05.116.099.370.894.819	C05.660.585.800	C05.660.906.819	C16.131.621.585.800	C16.131.621.906.819
D006225|A01.378.800.667
D006226|C05.390
D005121|A01.378
D013933|A01.378.800.667.430.705
D013576|C05.116.099.370.894.819	C05.660.585.800	C05.660.906.819	C16.131.621.585.800	C16.131.621.906.819
D017689|C05.660.585.600	C16.131.621.585.600
D004423|A01.456.313	A09.246
