D002875|A11.284.187	A11.284.430.106.279.345.190
D006972|C05.116.099.370.231.480	C05.660.207.231.480	C16.131.621.207.231.480
D003456|C12.294.829.258	C12.706.258	C16.131.939.258	C19.391.829.258
D061085|C10.500.034	C16.131.666.034	C23.300.008
D004817|A10.272.497	A17.815.250
D018859|A10.272.497.500	A17.360.710	A17.815.250.500
D005138|A01.456.505.420.338	A17.360.296
D005140|A01.456.505.420.504.421	A09.371.337.338	A17.360.421
D019465|C05.660.207	C16.131.621.207
D006972|C05.116.099.370.231.480	C05.660.207.231.480	C16.131.621.207.231.480
D012886|A02.835.232.781
D005145|A01.456.505
D001921|A08.186.211
D009778|A08.186.211.200.885.287.500.571
D018859|A10.272.497.500	A17.360.710	A17.815.250.500
D002531|A08.186.211.132.810.428.200
D006972|C05.116.099.370.231.480	C05.660.207.231.480	C16.131.621.207.231.480
D012886|A02.835.232.781
D001921|A08.186.211
D065814|A08.186.211.132.810.428.200.212.299
D004194|C23.550.288
D002889|A11.284.187.520.300.235.245
D013623|A13.895
D006972|C05.116.099.370.231.480	C05.660.207.231.480	C16.131.621.207.231.480
D004677|C10.500.680.488	C16.131.666.680.488	C23.300.707.186
D003398|C05.116.099.370.894.232	C05.660.207.240	C05.660.906.364	C16.131.621.207.240	C16.131.621.906.364
D000505|C17.800.329.937.122	C23.300.035
D008607|C10.597.606.360	C23.888.592.604.646
