D002875|A11.284.187	A11.284.430.106.279.345.190
D012174|C11.270.684	C11.768.585.658.500	C16.320.290.684
D017948|A08.675.650.850.625.670.650	A08.675.650.915.937.670.650	A08.800.950.937.670.650	A09.371.729.831.625.670.650	A11.671.650.850.625.670.650	A11.671.650.915.937.670.650
D001284|C23.300.070
D017949|A08.675.650.850.625.670.100	A08.675.650.915.937.670.100	A08.800.950.937.670.100	A09.371.729.831.625.670.100	A11.671.650.850.625.670.100	A11.671.650.915.937.670.100
D010786|A08.675.650.850.625	A08.675.650.915.937	A08.800.950.937	A09.371.729.831.625	A11.671.650.850.625	A11.671.650.915.937
D020795|C10.597.751.941.661	C11.966.741	C23.888.592.763.941.661
D012080|C05.116.198.816.750	C12.777.419.080	C13.351.968.419.795	C18.452.104.816.750	C18.452.174.845.750	C18.654.521.500.133.770.734.750	C19.642.355.480.500
D017949|A08.675.650.850.625.670.100	A08.675.650.915.937.670.100	A08.800.950.937.670.100	A09.371.729.831.625.670.100	A11.671.650.850.625.670.100	A11.671.650.915.937.670.100
D012127|C08.381.842	C08.618.842	C16.614.521.563
D004194|C23.550.288
D004194|C23.550.288
D004194|C23.550.288
D012816|C23.888
D005123|A01.456.505.420	A09.371
D012174|C11.270.684	C11.768.585.658.500	C16.320.290.684
