D002875|A11.284.187	A11.284.430.106.279.345.190
D004198|C23.550.291.687
D001424|C01.252
D007239|C01.539
D044967|A12.207.152.846	A15.145.846
D044967|A12.207.152.846	A15.145.846
D012772|C01.539.757.800	C23.550.470.790.500.800	C23.550.835.900.712
D001769|A12.207.152	A15.145
D002555|A12.207.270.210
D012816|C23.888
D009765|C18.654.726.500	C23.888.144.699.500
D011693|C15.378.100.802	C23.550.414.950	C23.888.885.687
D003371|C08.618.248	C23.888.852.293
D003967|C23.888.821.214
D014839|C23.888.821.937
D003643|C23.550.260
D005334|C23.888.119.344
D011693|C15.378.100.802	C23.550.414.950	C23.888.885.687
D018357|C02.782.580.600.550.750
D015163|C01.539.597.880	C02.597.880	C03.684.880
D044342|C18.654.521
D008581|C10.228.614
