D012816|C23.888
D002680|A01.456.505.259	A02.835.232.781.324.502.632.130	A14.521.632.300
D002644|C02.256.466.930.250
D008976|C02.256.743.611	C02.825.550	C17.800.838.790.550
D007239|C01.539
D002680|A01.456.505.259	A02.835.232.781.324.502.632.130	A14.521.632.300
D014947|C26
D007249|C23.550.470
D000152|C17.800.030.150	C17.800.794.111
D008976|C02.256.743.611	C02.825.550	C17.800.838.790.550
D014472|A01.923.047.849
D004431|A09.246.272
