D002875|A11.284.187	A11.284.430.106.279.345.190
D001259|C10.597.350.090	C23.888.592.350.090
D003638|C09.218.458.341.186	C10.597.751.418.341.186	C23.888.592.763.393.341.186
D001259|C10.597.350.090	C23.888.592.350.090
D006319|C09.218.458.341.887	C10.597.751.418.341.887	C23.888.592.763.393.341.887
D002524|C10.228.140.252.190	C10.597.350.090.500	C23.888.592.350.090.200
D004401|C10.597.606.150.500.800.150.200	C23.888.592.604.150.500.800.150.200
D004244|C23.888.592.763.237
D001921|A08.186.211
D004194|C23.550.288
D001259|C10.597.350.090	C23.888.592.350.090
D014202|C10.597.350.850	C23.888.592.350.850
D002524|C10.228.140.252.190	C10.597.350.090.500	C23.888.592.350.090.200
D004401|C10.597.606.150.500.800.150.200	C23.888.592.604.150.500.800.150.200
D009759|C10.292.562.675	C11.590.400
D066128|A08.186.211.168	A08.186.854.348
D002540|A08.186.211.200.885.287.500
D001479|A08.186.211.200.885.287.249
D066127|A08.186.211.204	A08.186.854.880
D013132|C10.228.140.252.700	C10.228.854.787	C10.574.500.825	C16.320.400.780
D003638|C09.218.458.341.186	C10.597.751.418.341.186	C23.888.592.763.393.341.186
D001259|C10.597.350.090	C23.888.592.350.090
D002524|C10.228.140.252.190	C10.597.350.090.500	C23.888.592.350.090.200
D010523|C10.668.829
D001921|A08.186.211
D001284|C23.300.070
D012640|C10.597.742	C23.888.592.742
D011628|C19.391.690
D004392|C05.116.099.343	C16.320.240	C19.297
D004194|C23.550.288
D016466|A11.251.210.200	A11.436.155
D001259|C10.597.350.090	C23.888.592.350.090
D003638|C09.218.458.341.186	C10.597.751.418.341.186	C23.888.592.763.393.341.186
D004392|C05.116.099.343	C16.320.240	C19.297
D006319|C09.218.458.341.887	C10.597.751.418.341.887	C23.888.592.763.393.341.887
D009759|C10.292.562.675	C11.590.400
D002524|C10.228.140.252.190	C10.597.350.090.500	C23.888.592.350.090.200
D020234|C10.597.350.090.750	C10.597.404.450	C23.888.592.350.090.600	C23.888.592.413.450
D001259|C10.597.350.090	C23.888.592.350.090
D002524|C10.228.140.252.190	C10.597.350.090.500	C23.888.592.350.090.200
D004401|C10.597.606.150.500.800.150.200	C23.888.592.604.150.500.800.150.200
D014202|C10.597.350.850	C23.888.592.350.850
D012021|C10.597.704	C23.888.592.717
D035002|A01.378.610
