D002875|A11.284.187	A11.284.430.106.279.345.190
D016108|C16.131.831.493.160	C16.320.850.275.160	C17.300.200.367	C17.800.804.493.160	C17.800.827.275.160	C17.800.865.410.160
D016108|C16.131.831.493.160	C16.320.850.275.160	C17.300.200.367	C17.800.804.493.160	C17.800.827.275.160	C17.800.865.410.160
D002921|A10.165.450.300	C23.550.355.274
D016108|C16.131.831.493.160	C16.320.850.275.160	C17.300.200.367	C17.800.804.493.160	C17.800.827.275.160	C17.800.865.410.160
D001768|C17.800.865.187	C23.300.122
D011537|C17.800.685	C23.888.885.625
D011536|C17.800.674
D007866|A01.378.610.500
D017439|A10.165.450.300.125	C23.550.355.274.505
D035002|A01.378.610
D001768|C17.800.865.187	C23.300.122
D011536|C17.800.674
D007717|A01.378.610.450
D017439|A10.165.450.300.125	C23.550.355.274.505
D016108|C16.131.831.493.160	C16.320.850.275.160	C17.300.200.367	C17.800.804.493.160	C17.800.827.275.160	C17.800.865.410.160
D001768|C17.800.865.187	C23.300.122
D017439|A10.165.450.300.125	C23.550.355.274.505
D011536|C17.800.674
D011537|C17.800.685	C23.888.885.625
D014024|A10
D008566|A10.615
D001768|C17.800.865.187	C23.300.122
D004194|C23.550.288
D004820|C16.131.831.493	C16.320.850.275	C17.800.804.493	C17.800.827.275	C17.800.865.410
