D004377|C06.405.748.630.310	C23.550.767.812.500
D007443|C06.405.469.531.577
D007443|C06.405.469.531.577
D007443|C06.405.469.531.577
D007443|C06.405.469.531.577
D008305|C23.550.505.700	C23.550.767.600
D003643|C23.550.260
D007443|C06.405.469.531.577
D008305|C23.550.505.700	C23.550.767.600
D007443|C06.405.469.531.577
