D002875|A11.284.187	A11.284.430.106.279.345.190
D053840|C14.280.067.322	C14.280.123.250	C16.320.100
D003645|C23.550.260.322
D006321|A07.541
D013577|C23.550.288.500
D053840|C14.280.067.322	C14.280.123.250	C16.320.100
D053840|C14.280.067.322	C14.280.123.250	C16.320.100
D016757|C14.280.383.220	C23.550.260.322.250
D014793|A08.186.211.200.885.287.500.571.735	A08.186.211.200.885.287.500.814.953
D001281|C14.280.067.198	C23.550.073.198
D013611|C14.280.067.845.787.249	C14.280.123.875.787.249	C23.550.073.845.787.500
D013262|C07.465.864.500	C17.800.174.600.900	C17.800.229.400.683	C17.800.865.475.683	C20.543.206.380.900	C25.100.468.380.900
D013575|C10.597.606.358.800.600	C23.888.592.604.359.800.600
D014793|A08.186.211.200.885.287.500.571.735	A08.186.211.200.885.287.500.814.953
D003643|C23.550.260
D009203|C14.280.647.500	C14.907.585.500
D053840|C14.280.067.322	C14.280.123.250	C16.320.100
D013577|C23.550.288.500
D053840|C14.280.067.322	C14.280.123.250	C16.320.100
D053840|C14.280.067.322	C14.280.123.250	C16.320.100
D053840|C14.280.067.322	C14.280.123.250	C16.320.100
D053840|C14.280.067.322	C14.280.123.250	C16.320.100
D013577|C23.550.288.500
