D002875|A11.284.187	A11.284.430.106.279.345.190
D044967|A12.207.152.846	A15.145.846
D065227|C15.378.962	C20.920
D004899|C13.703.277.060	C15.378.295	C16.300.060	C16.614.304	C20.306
D001769|A12.207.152	A15.145
D000743|C15.378.071.141
D000751|C15.378.071.363	C16.614.053
D007565|C23.550.429.500	C23.888.885.375
D003093|C06.405.205.265.231	C06.405.205.731.249	C06.405.469.158.188.231	C06.405.469.432.249
D004912|A11.118.290	A11.443.240	A15.145.229.334
D000740|C15.378.071
D011164|C18.452.811
D001769|A12.207.152	A15.145
