D009765|C18.654.726.500	C23.888.144.699.500
D012131|C08.618.846
D012131|C08.618.846
D000860|C23.888.852.079
D006935|C23.888.852.544
D000860|C23.888.852.079
D006935|C23.888.852.544
D006935|C23.888.852.544
D000860|C23.888.852.079
D018496|C23.888.852.567
D006935|C23.888.852.544
D000860|C23.888.852.079
D006935|C23.888.852.544
D006935|C23.888.852.544
D012131|C08.618.846
