D002875|A11.284.187	A11.284.430.106.279.345.190
D003643|C23.550.260
D012131|C08.618.846
D009127|C05.651.504	C10.597.613.550.500	C23.888.592.608.550.500
D009333|A01.598
D009765|C18.654.726.500	C23.888.144.699.500
D009135|C05.651	C10.668.491
D012518|A10.690.552.875.700	A11.284.430.214.190.875.820	A11.620.249.850.700	A11.620.500.500.700
D004194|C23.550.288
D002460|A11.251.210
D009132|A02.633	A10.690
D032446|A11.872.620
D002460|A11.251.210
D004194|C23.550.288
D009333|A01.598
D012600|C05.116.900.800.875
D009123|C10.597.613.575	C23.888.592.608.575
