D002875|A11.284.187	A11.284.430.106.279.345.190
D003456|C12.294.829.258	C12.706.258	C16.131.939.258	C19.391.829.258
D005530|C05.330
D008607|C10.597.606.360	C23.888.592.604.646
D007859|C10.597.606.150.550	C23.888.592.604.150.550
D009123|C10.597.613.575	C23.888.592.608.575
D005146|C23.300.505
D005094|C11.675.349
D065817|C09.218.235	C16.131.287
D012640|C10.597.742	C23.888.592.742
D008607|C10.597.606.360	C23.888.592.604.646
D007446|C23.550.210.190
D003456|C12.294.829.258	C12.706.258	C16.131.939.258	C19.391.829.258
D005530|C05.330
D008607|C10.597.606.360	C23.888.592.604.646
D007805|C10.597.606.150.500.550	C23.888.592.604.150.500.550
D003294|C10.597.742.571	C23.888.592.742.571
