D002875|A11.284.187	A11.284.430.106.279.345.190
D009436|C10.500.680	C16.131.666.680
D000653|A12.098	A16.378.149
D044967|A12.207.152.846	A15.145.846
D006528|C04.557.470.200.025.255	C04.588.274.623.160	C06.301.623.160	C06.552.697.160
D013724|C04.557.465.910
D009436|C10.500.680	C16.131.666.680
D004314|C10.597.606.360.220	C16.131.077.327	C16.131.260.260	C16.320.180.260
D005333|A16.378
D044967|A12.207.152.846	A15.145.846
D044967|A12.207.152.846	A15.145.846
D000013|C16.131
D008099|A03.620
D010949|A12.207.152.693	A12.207.270.695	A15.145.693
D015017|A10.615.284.981	A16.254.750.981	A16.331.800
D008099|A03.620
D004194|C23.550.288
