D002875|A11.284.187	A11.284.430.106.279.345.190
D003920|C18.452.394.750	C19.246
D003924|C18.452.394.750.149	C19.246.300
D009765|C18.654.726.500	C23.888.144.699.500
D007333|C18.452.394.968.500
D003920|C18.452.394.750	C19.246
D006987|C10.597.751.791.500	C23.888.592.763.770.500
D006967|C20.543
D006967|C20.543
D006943|C18.452.394.952
D006967|C20.543
D002869|C23.550.210
D005854|A05.360.490	A11.497
D003920|C18.452.394.750	C19.246
D003920|C18.452.394.750	C19.246
D016640|C13.703.170	C18.452.394.750.448	C19.246.200
D006943|C18.452.394.952
