D002875|A11.284.187	A11.284.430.106.279.345.190
D009404|C12.777.419.630.643	C13.351.968.419.630.643
D009404|C12.777.419.630.643	C13.351.968.419.630.643
D006417|C12.777.934.442	C13.351.968.934.442	C23.550.414.849
D009402|C12.777.419.630.477	C13.351.968.419.630.477
D009404|C12.777.419.630.643	C13.351.968.419.630.643
D009404|C12.777.419.630.643	C13.351.968.419.630.643
D004487|C23.888.277
D004195|C22.232
D004628|A16
D004487|C23.888.277
D011507|C12.777.934.734	C13.351.968.934.734	C23.888.942.750
D007678|A05.810.453.324.359	A05.810.453.736.520
D005528|A01.378.610.250
D008566|A10.615
D050533|A05.810.453.324.359.372.400	A05.810.453.736.520.224	A10.615.179.625	A11.284.295.310.279
D009401|C12.777.419.630	C13.351.968.419.630
D003599|A11.284.430.214.190.750
D009404|C12.777.419.630.643	C13.351.968.419.630.643
D009402|C12.777.419.630.477	C13.351.968.419.630.477
D011507|C12.777.934.734	C13.351.968.934.734	C23.888.942.750
D006417|C12.777.934.442	C13.351.968.934.442	C23.550.414.849
