D002875|A11.284.187	A11.284.430.106.279.345.190
D058627|C05.660.207.536	C10.500.507.400.249	C16.131.621.207.532	C16.131.666.507.400.249
D006849|C10.228.140.602
D065706|C10.500.507.500.500	C16.131.666.507.500.500
D017689|C05.660.585.600	C16.131.621.585.600
D004194|C23.550.288
D058627|C05.660.207.536	C10.500.507.400.249	C16.131.621.207.532	C16.131.666.507.400.249
D006849|C10.228.140.602
D065706|C10.500.507.500.500	C16.131.666.507.500.500
D054079|C14.240.850	C16.131.240.850
D013576|C05.116.099.370.894.819	C05.660.585.800	C05.660.906.819	C16.131.621.585.800	C16.131.621.906.819
D017689|C05.660.585.600	C16.131.621.585.600
D058627|C05.660.207.536	C10.500.507.400.249	C16.131.621.207.532	C16.131.666.507.400.249
D006849|C10.228.140.602
D065706|C10.500.507.500.500	C16.131.666.507.500.500
D014066|A04.623.603.925	A10.549.580	A14.724.603.925	A15.382.520.604.580
D054079|C14.240.850	C16.131.240.850
D005145|A01.456.505
D017689|C05.660.585.600	C16.131.621.585.600
D013576|C05.116.099.370.894.819	C05.660.585.800	C05.660.906.819	C16.131.621.585.800	C16.131.621.906.819
D058627|C05.660.207.536	C10.500.507.400.249	C16.131.621.207.532	C16.131.666.507.400.249
D005121|A01.378
D065706|C10.500.507.500.500	C16.131.666.507.500.500
D006849|C10.228.140.602
D058627|C05.660.207.536	C10.500.507.400.249	C16.131.621.207.532	C16.131.666.507.400.249
D001921|A08.186.211
D065705|C05.660.207.536.500	C10.500.507.400.249.500	C16.131.621.207.532.500	C16.131.666.507.400.249.500
D058627|C05.660.207.536	C10.500.507.400.249	C16.131.621.207.532	C16.131.666.507.400.249
D001921|A08.186.211
D065705|C05.660.207.536.500	C10.500.507.400.249.500	C16.131.621.207.532.500	C16.131.666.507.400.249.500
D058674|C23.550.210.182
D001769|A12.207.152	A15.145
D001921|A08.186.211
D010859|C17.800.621	C23.550.755
D001769|A12.207.152	A15.145
D001921|A08.186.211
D020785|C10.500.190	C14.240.850.875	C16.131.240.850.875	C16.131.666.190
D058627|C05.660.207.536	C10.500.507.400.249	C16.131.621.207.532	C16.131.666.507.400.249
D017689|C05.660.585.600	C16.131.621.585.600
D008607|C10.597.606.360	C23.888.592.604.646
D006849|C10.228.140.602
D006849|C10.228.140.602
D065705|C05.660.207.536.500	C10.500.507.400.249.500	C16.131.621.207.532.500	C16.131.666.507.400.249.500
D012640|C10.597.742	C23.888.592.742
D065706|C10.500.507.500.500	C16.131.666.507.500.500
