D002875|A11.284.187	A11.284.430.106.279.345.190
D002477|A11
D004198|C23.550.291.687
D014777|C02
D003643|C23.550.260
D004194|C23.550.288
D004660|C10.228.140.430
D003643|C23.550.260
D014777|C02
D003643|C23.550.260
D009102|C23.550.835.525
D014777|C02
D020031|C02.256.466.313	C02.928.313
D009164|C01.252.410.040.552
D002177|C01.703.160
D004194|C23.550.288
D012640|C10.597.742	C23.888.592.742
D001766|C10.597.751.941.162	C11.966.075	C23.888.592.763.941.162
D004194|C23.550.288
D003643|C23.550.260
D012772|C01.539.757.800	C23.550.470.790.500.800	C23.550.835.900.712
D014777|C02
D009164|C01.252.410.040.552
D044342|C18.654.521
D009164|C01.252.410.040.552
D044342|C18.654.521
D003643|C23.550.260
D014777|C02
D050417|A03.734.414.131	A06.300.414.087	A06.390.131	A11.382.625.092	A11.436.294.092
D002460|A11.251.210
D004198|C23.550.291.687
D014777|C02
D044342|C18.654.521
D006561|C02.256.466.382	C02.825.320	C17.800.838.790.320
D001402|A11.063.438	A11.118.637.555.567.562	A15.145.229.637.555.567.562	A15.382.032.438	A15.382.490.555.567.562
D003593|A11.284.430.214
D001424|C01.252
D002477|A11
D014777|C02
D004194|C23.550.288
