D009362|C04.697.650	C23.550.727.650
D008168|A04.411
D001842|A02.835.232	A10.165.265
D019043|C04.588.839.750	C14.907.936
D006394|C04.557.450.795.390	C04.557.645.390
D017539|A07.015.700
D042783|A11.436.275
D020286|A07.015.700.750	A10.272.491.677	A11.710	A16.504.660.600
D020286|A07.015.700.750	A10.272.491.677	A11.710	A16.504.660.600
D009369|C04
D012535|A01.456.810
D001808|A07.015
