D002875|A11.284.187	A11.284.430.106.279.345.190
D014581|C17.800.862.945	C20.543.480.904
D044967|A12.207.152.846	A15.145.846
D004487|C23.888.277
D005145|A01.456.505
D004890|C17.800.229	C23.888.885.328
D006261|C23.888.592.612.441
D010949|A12.207.152.693	A12.207.270.695	A15.145.693
D005121|A01.378
D014581|C17.800.862.945	C20.543.480.904
D004194|C23.550.288
D004487|C23.888.277
D013575|C10.597.606.358.800.600	C23.888.592.604.359.800.600
D006261|C23.888.592.612.441
D004194|C23.550.288
D014581|C17.800.862.945	C20.543.480.904
D005483|C23.888.885.344
D006261|C23.888.592.612.441
D013651|C10.597.751.861	C23.888.592.763.861
D005542|A01.378.800.585
D044967|A12.207.152.846	A15.145.846
D014581|C17.800.862.945	C20.543.480.904
D004194|C23.550.288
D004194|C23.550.288
D002477|A11
D010009|C05.116.099.708	C16.320.728
D002894|A11.284.187.520.300.280.285
D005483|C23.888.885.344
D014581|C17.800.862.945	C20.543.480.904
D013651|C10.597.751.861	C23.888.592.763.861
D014581|C17.800.862.945	C20.543.480.904
D014581|C17.800.862.945	C20.543.480.904
D004890|C17.800.229	C23.888.885.328
D004487|C23.888.277
D011537|C17.800.685	C23.888.885.625
D006261|C23.888.592.612.441
D014581|C17.800.862.945	C20.543.480.904
D044967|A12.207.152.846	A15.145.846
D014581|C17.800.862.945	C20.543.480.904
