D002875|A11.284.187	A11.284.430.106.279.345.190
D010911|C04.588.322.609	C04.588.614.250.195.885.500.600	C10.228.140.211.885.500.600	C10.228.140.617.477.600	C10.228.140.617.738.675	C10.551.240.250.700.500.500	C19.344.609	C19.700.734
D005877|C05.116.099.492	C05.116.132.479	C19.700.355.528
D000172|C05.116.132.082	C10.228.140.617.738.250.100	C19.700.355.179
D000172|C05.116.132.082	C10.228.140.617.738.250.100	C19.700.355.179
D000172|C05.116.132.082	C10.228.140.617.738.250.100	C19.700.355.179
D005877|C05.116.099.492	C05.116.132.479	C19.700.355.528
D000172|C05.116.132.082	C10.228.140.617.738.250.100	C19.700.355.179
D000172|C05.116.132.082	C10.228.140.617.738.250.100	C19.700.355.179
D005854|A05.360.490	A11.497
D010911|C04.588.322.609	C04.588.614.250.195.885.500.600	C10.228.140.211.885.500.600	C10.228.140.617.477.600	C10.228.140.617.738.675	C10.551.240.250.700.500.500	C19.344.609	C19.700.734
D010911|C04.588.322.609	C04.588.614.250.195.885.500.600	C10.228.140.211.885.500.600	C10.228.140.617.477.600	C10.228.140.617.738.675	C10.551.240.250.700.500.500	C19.344.609	C19.700.734
D000172|C05.116.132.082	C10.228.140.617.738.250.100	C19.700.355.179
D000172|C05.116.132.082	C10.228.140.617.738.250.100	C19.700.355.179
D005854|A05.360.490	A11.497
