D015323|C16.320.565.202.810	C18.452.648.202.810
D006257|A01.456
D000138|C18.452.076.176
D000138|C18.452.076.176
D007003|C18.452.394.984
D007239|C01.539
D003643|C23.550.260
D009123|C10.597.613.575	C23.888.592.608.575
D000138|C18.452.076.176
D065906|C18.452.479	C23.888.516
D003643|C23.550.260
