D013131|A02.835.232.834
D006615|A01.378.610.400
D058866|C26.404.545
D010024|C05.116.198.579	C18.452.104.579
D002893|A11.284.187.520.300.235.250
D010024|C05.116.198.579	C18.452.104.579
D058866|C26.404.545
D058866|C26.404.545
D008159|A02.835.232.834.519
D005272|A02.835.232.043.650.247.510
D058866|C26.404.545
D008159|A02.835.232.834.519
D005272|A02.835.232.043.650.247.510
