D002875|A11.284.187	A11.284.430.106.279.345.190
D019190|C18.452.565.500
D001259|C10.597.350.090	C23.888.592.350.090
D001259|C10.597.350.090	C23.888.592.350.090
D001259|C10.597.350.090	C23.888.592.350.090
D004194|C23.550.288
D004194|C23.550.288
D004194|C23.550.288
D005621|C10.228.140.252.700.150	C10.228.854.787.200	C10.574.500.825.200	C16.320.400.780.200	C18.452.660.300
D013132|C10.228.140.252.700	C10.228.854.787	C10.574.500.825	C16.320.400.780
D020336|C10.597.636.500.500	C23.888.592.643.500.500
D000756|C15.378.071.419	C15.378.190.625.070
D001259|C10.597.350.090	C23.888.592.350.090
D013577|C23.550.288.500
D051336|A11.284.149.450.349	A11.284.835.514.349
D028361|C18.452.660
D002524|C10.228.140.252.190	C10.597.350.090.500	C23.888.592.350.090.200
D012021|C10.597.704	C23.888.592.717
D004401|C10.597.606.150.500.800.150.200	C23.888.592.604.150.500.800.150.200
D002524|C10.228.140.252.190	C10.597.350.090.500	C23.888.592.350.090.200
D014202|C10.597.350.850	C23.888.592.350.850
