D002875|A11.284.187	A11.284.430.106.279.345.190
D013576|C05.116.099.370.894.819	C05.660.585.800	C05.660.906.819	C16.131.621.585.800	C16.131.621.906.819
D059327|C05.660.585.262	C16.131.621.585.262
D006976|C08.381.423
D006975|C06.552.494
D012160|A09.371.729
D006330|C14.240.400	C14.280.400	C16.131.240.400
D000013|C16.131
D006345|C14.240.400.560.540	C14.280.400.560.540	C16.131.240.400.560.540
D013771|C14.240.400.849	C14.280.400.849	C16.131.240.400.849
D004476|C16.131.077.350	C16.131.831.350	C16.320.850.250	C17.800.804.350	C17.800.827.250
D001017|C14.240.400.090	C14.280.400.090	C16.131.240.400.090
D001021|A07.541.510.110
D059327|C05.660.585.262	C16.131.621.585.262
D049292|C23.550.522
D004392|C05.116.099.343	C16.320.240	C19.297
D054079|C14.240.850	C16.131.240.850
D004476|C16.131.077.350	C16.131.831.350	C16.320.850.250	C17.800.804.350	C17.800.827.250
D059327|C05.660.585.262	C16.131.621.585.262
D009262|A17.600
D006976|C08.381.423
D003643|C23.550.260
D012535|A01.456.810
D017380|C14.280.195.410	C23.300.775.250.401
D006325|A07.541.358
D014262|C14.280.484.856
D002531|A08.186.211.132.810.428.200
D011689|A08.186.211.132.810.428.200.212.600	A08.675.784	A11.671.784
D001842|A02.835.232	A10.165.265
D004827|C10.228.140.490
D003922|C18.452.394.750.124	C19.246.267	C20.111.327
D035002|A01.378.610
D003643|C23.550.260
D009135|C05.651	C10.668.491
D059327|C05.660.585.262	C16.131.621.585.262
D014472|A01.923.047.849
D012611|A05.360.444.661
D011666|C14.280.484.716	C14.280.955.750
D004388|A08.186.566.395
D009336|C23.550.717
D010294|A02.835.232.781.651
D010294|A02.835.232.781.651
D012886|A02.835.232.781
D013163|C23.300.775.750
D004932|C06.405.117.240	C06.552.494.414
D013272|C06.405.748
D065666|C06.405.469.656	C06.844.460	C14.907.549
D002547|C10.228.140.140.254
D004827|C10.228.140.490
D058625|C06.552.308.500.177
D022124|C23.550.421
D001778|C15.378.100
D001201|C23.550.081
D001927|C10.228.140
D001808|A07.015
D035002|A01.378.610
D001808|A07.015
D011651|A07.015.114.715
D011666|C14.280.484.716	C14.280.955.750
D001013|A07.015.114.056.372
D006330|C14.240.400	C14.280.400	C16.131.240.400
D018376|C14.240	C16.131.240
D006330|C14.240.400	C14.280.400	C16.131.240.400
D011169|A07.015.908.670.567
D000013|C16.131
D000072662|A10.830	C23.149.625
D006330|C14.240.400	C14.280.400	C16.131.240.400
D014262|C14.280.484.856
D011666|C14.280.484.716	C14.280.955.750
D017380|C14.280.195.410	C23.300.775.250.401
D006552|C23.300.707.374.875
D013163|C23.300.775.750
D006971|C15.604.744.293
D004932|C06.405.117.240	C06.552.494.414
D013272|C06.405.748
D059327|C05.660.585.262	C16.131.621.585.262
D013576|C05.116.099.370.894.819	C05.660.585.800	C05.660.906.819	C16.131.621.585.800	C16.131.621.906.819
D018324|C04.557.645.375.380
D006392|C04.557.645.375.385	C14.907.454.385	C15.378.463.515.385
D020225|C10.228.140.300.525.425.500.750	C14.907.253.566.350.500.750	C14.907.355.590.213.350.500.750
D012640|C10.597.742	C23.888.592.742
