D009393|C12.777.419.570	C13.351.968.419.570
D009085|C16.320.565.202.715.655	C16.320.565.595.600.655	C17.300.550.575.655	C18.452.648.202.715.655	C18.452.648.595.600.655
D004392|C05.116.099.343	C16.320.240	C19.297
D006257|A01.456
D005145|A01.456.505
D017880|C05.660.585	C16.131.621.585
D011884|A02.835.232.087.090.700
D007596|A02.835.583
D004550|A01.378.800.420
D014953|A01.378.800.667.715
