D002875|A11.284.187	A11.284.430.106.279.345.190
D014556|A12.207.927
D014551|A05.810
D009421|C10.500	C16.131.666
D008457|C02.782.580.600.500.500
D003141|C01.539.221
D012640|C10.597.742	C23.888.592.742
D001259|C10.597.350.090	C23.888.592.350.090
D008457|C02.782.580.600.500.500
D012598|C23.550.823
D004194|C23.550.288
D003643|C23.550.260
D012640|C10.597.742	C23.888.592.742
D003490|C23.888.248
D004405|C01.252.400.310.229	C06.405.205.331.479	C06.405.469.300.479
D014556|A12.207.927
D004535|C14.907.454.240	C15.378.463.515.240	C16.131.831.428	C16.320.850.260	C17.300.200.310	C17.800.804.428	C17.800.827.260
D006321|A07.541
D014551|A05.810
D008661|C16.320.565	C18.452.648
D007239|C01.539
D009461|C10.597	C23.888.592
