D002875|A11.284.187	A11.284.430.106.279.345.190
D017880|C05.660.585	C16.131.621.585
D013576|C05.116.099.370.894.819	C05.660.585.800	C05.660.906.819	C16.131.621.585.800	C16.131.621.906.819
D005528|A01.378.610.250
D050279|A02.835.232.087.319.550
D008682|A02.835.232.043.300.492
D004475|A16.504.273
D004194|C23.550.288
D004194|C23.550.288
D000013|C16.131
D050278|A02.835.232.087.319.350
D050278|A02.835.232.087.319.350
D013576|C05.116.099.370.894.819	C05.660.585.800	C05.660.906.819	C16.131.621.585.800	C16.131.621.906.819
D010159|A14.521.658	A14.549.617
D014070|A14.549.167.860
D006197|A17.360
D009262|A17.600
D000013|C16.131
D042361|A01.236.249	A10.336.532
D009558|A01.236.500
D004475|A16.504.273
D013576|C05.116.099.370.894.819	C05.660.585.800	C05.660.906.819	C16.131.621.585.800	C16.131.621.906.819
D013576|C05.116.099.370.894.819	C05.660.585.800	C05.660.906.819	C16.131.621.585.800	C16.131.621.906.819
