D002875|A11.284.187	A11.284.430.106.279.345.190
D009404|C12.777.419.630.643	C13.351.968.419.630.643
D004194|C23.550.288
D011507|C12.777.934.734	C13.351.968.934.734	C23.888.942.750
D034141|C15.378.147.607.500
D004487|C23.888.277
D007676|C12.777.419.780.750.500	C13.351.968.419.780.750.500
D050199|A05.810.453.324.359.372.650	A05.810.453.736.520.720	A11.436.720
D009404|C12.777.419.630.643	C13.351.968.419.630.643
D009404|C12.777.419.630.643	C13.351.968.419.630.643
D011507|C12.777.934.734	C13.351.968.934.734	C23.888.942.750
D007676|C12.777.419.780.750.500	C13.351.968.419.780.750.500
D005923|C12.777.419.570.363.660	C13.351.968.419.570.363.640
D001284|C23.300.070
D006965|C23.550.444
D050199|A05.810.453.324.359.372.650	A05.810.453.736.520.720	A11.436.720
D007676|C12.777.419.780.750.500	C13.351.968.419.780.750.500
D012008|C23.550.291.937
D011507|C12.777.934.734	C13.351.968.934.734	C23.888.942.750
D009402|C12.777.419.630.477	C13.351.968.419.630.477
D012598|C23.550.823
D007678|A05.810.453.324.359	A05.810.453.736.520
D012598|C23.550.823
D007678|A05.810.453.324.359	A05.810.453.736.520
D009404|C12.777.419.630.643	C13.351.968.419.630.643
D011507|C12.777.934.734	C13.351.968.934.734	C23.888.942.750
D009402|C12.777.419.630.477	C13.351.968.419.630.477
D009402|C12.777.419.630.477	C13.351.968.419.630.477
D005923|C12.777.419.570.363.660	C13.351.968.419.570.363.640
D004487|C23.888.277
D034141|C15.378.147.607.500
D007676|C12.777.419.780.750.500	C13.351.968.419.780.750.500
