D002875|A11.284.187	A11.284.430.106.279.345.190
D002889|A11.284.187.520.300.235.245
D012886|A02.835.232.781
D006972|C05.116.099.370.231.480	C05.660.207.231.480	C16.131.621.207.231.480
D006972|C05.116.099.370.231.480	C05.660.207.231.480	C16.131.621.207.231.480
D000505|C17.800.329.937.122	C23.300.035
D003456|C12.294.829.258	C12.706.258	C16.131.939.258	C19.391.829.258
D012886|A02.835.232.781
D003398|C05.116.099.370.894.232	C05.660.207.240	C05.660.906.364	C16.131.621.207.240	C16.131.621.906.364
D002680|A01.456.505.259	A02.835.232.781.324.502.632.130	A14.521.632.300
D009666|A01.456.505.733	A04.531	A09.531
D009666|A01.456.505.733	A04.531	A09.531
D002999|A11.251.353
D012886|A02.835.232.781
D001842|A02.835.232	A10.165.265
D012816|C23.888
D006967|C20.543
D002999|A11.251.353
D000013|C16.131
D000013|C16.131
D006972|C05.116.099.370.231.480	C05.660.207.231.480	C16.131.621.207.231.480
D009666|A01.456.505.733	A04.531	A09.531
D010294|A02.835.232.781.651
D012886|A02.835.232.781
