D002875|A11.284.187	A11.284.430.106.279.345.190
D000013|C16.131
D000013|C16.131
D010291|C10.597.636	C23.888.592.643
D006627|C06.198.439	C06.405.469.158.701.439	C16.131.314.439
D061085|C10.500.034	C16.131.666.034	C23.300.008
D002531|A08.186.211.132.810.428.200
D061085|C10.500.034	C16.131.666.034	C23.300.008
D008831|C05.660.207.620	C10.500.507.400.500	C16.131.621.207.620	C16.131.666.507.400.500
D009128|C05.651.512	C10.597.613.550.550	C23.888.592.608.550.550
D006849|C10.228.140.602
D006849|C10.228.140.602
D006627|C06.198.439	C06.405.469.158.701.439	C16.131.314.439
D008831|C05.660.207.620	C10.500.507.400.500	C16.131.621.207.620	C16.131.666.507.400.500
D006849|C10.228.140.602
D006627|C06.198.439	C06.405.469.158.701.439	C16.131.314.439
D010291|C10.597.636	C23.888.592.643
D012640|C10.597.742	C23.888.592.742
D009128|C05.651.512	C10.597.613.550.550	C23.888.592.608.550.550
